,Name,Size,Address,More info,Latitude,Longitude
7280,Emmanuel Tabernacle,Large church,"1015 N W 96th St Oklahoma City, OK",http://www.usachurches.org/church/emmanuel-tabernacle.htm,35.568555,-97.529991
7281,Fresh Fire Church,Medium church,"10730 S E 15th St, Building B Midwest City, OK",http://www.usachurches.org/church/freshfire-church.htm,35.449862,-97.339158
7282,Church of the Servant,Mega church,"14343 N Mac Arthur Blvd Oklahoma City, OK",http://www.usachurches.org/church/church-of-the-servant.htm,35.615558,-97.620778
7283,Bethany First Church of the Nazarene,Mega church,"6789 N W 39th Expy Bethany, OK",http://www.usachurches.org/church/bethany-first-church-of-the-nazarene.htm,35.511867,-97.630229
7284,Crossings Community Church,Mega church,"14600 N Portland Ave Oklahoma City, OK",http://www.usachurches.org/church/crossings-community-church.htm,35.621864,-97.585062
7285,His Arms Extended,Small church,"3915 N Pennsylvania Ave Oklahoma City, OK",http://www.usachurches.org/church/his-arms-extended.htm,35.510629,-97.547383
7286,Crossroads Church,Mega church,"8901 S Shields Blvd Oklahoma City, OK",http://www.usachurches.org/church/crossroads-church-okc.htm,35.378207,-97.503654
7287,Paseo Apostolic Church,Small church,"613 N W 23rd St Oklahoma City, OK",http://www.usachurches.org/church/paseo-apostolic-church.htm,35.493323,-97.523037
7288,Prospect Church,Large church,"2809 N Missouri Ave Oklahoma City, OK",http://www.usachurches.org/church/prospect-church.htm,35.499012,-97.478914
7289,Zoe Worship Training Center,Medium church,"3840 N Saint Clair Ave Oklahoma City, OK",http://www.usachurches.org/church/zoe-worship-training-center.htm,35.509674,-97.581172
7290,Jordan Baptist Church,Medium church,"2728 S Portland Ave Oklahoma City, OK",http://www.usachurches.org/church/jordan-baptist-church.htm,35.438334,-97.583322
7291,Shepherd's Heart Church,Small church,"1403 S Mc Kenna St Poteau, OK",http://www.usachurches.org/church/shepherdsheartchurch.htm,35.041892,-94.634788
7292,Poteau Valley Baptist Church,Medium church,"119 Waddle St Poteau, OK",http://www.usachurches.org/church/poteau-valley-baptist-church.htm,35.084849,-94.630689
7293,Pryor Pentecostal Church of God,Medium church,"833 State St Pryor, OK",http://www.usachurches.org/church/pryor-pentecostal-church-of-god.htm,36.292999,-95.323184
7294,Apostolic Church of Jesus Christ,Small church,"211 9th St Ringling, OK",http://www.usachurches.org/church/apostolicchurchofjesuschrist.htm,34.178331,-97.587798
7295,Rush Springs church of Christ,Medium church,"308 W Kiowa Rush Springs, OK",http://www.usachurches.org/church/rushspringschurchofchrist.htm,34.781534,-97.957236
7296,South Heights Baptist Church,Small church,"23 E Wells Blvd Sapulpa, OK",http://www.usachurches.org/church/south-heights-baptist-church.htm,35.978193,-96.11277
7297,Crossroads Community Church,Small church,"209 N Cedar St Seiling, OK",http://www.usachurches.org/church/crossroads-community-church-seiling.htm,36.147952,-98.929628
7298,Peace Tabernacle,Small church,"229 N Main St Seminole, OK",http://www.usachurches.org/church/peace-tabernacle.htm,35.225248,-96.668532
7299,Fresh Start Community Fellowship,Small church,"1102 N Center Ave Shawnee, OK",http://www.usachurches.org/church/fresh-start-community-fellowship.htm,35.339499,-96.907689
7300,Hope Church,Small church,"37801 45th St Shawnee, OK",http://www.usachurches.org/church/hopechurchshawnee.htm,35.376408,-96.986815
7301,Shepherd of the Hill Lutheran Church,Small church,"724 N 52nd W Ave Skiatook, OK",http://www.usachurches.org/church/shepherd-of-the-hill-lutheran-church.htm,36.318378,-96.049406
7302,St. John CME Church,Medium church,"10413 NE 36th St Spencer, OK",http://www.usachurches.org/church/st-john-cme-church.htm,35.507503,-97.346224
7303,Greater Holy Temple Church of God in Christ,Small church,"11817 NE 50th St Spencer, OK",http://www.usachurches.org/church/greater-holy-temple-church-of-god-in-christ.htm,35.522067,-97.3215
7304,My Fathers House Church Of God In Christ,Small church,"11615 Abundance Spencer, OK",http://www.usachurches.org/church/my-fathers-house-church-of-god-in-christ.htm,35.554909,-97.325028
7305,Church of the Living God PG&T,Medium church,"3801 Texas Ave Spencer, OK",http://www.usachurches.org/church/church-of-the-living-god-pgt.htm,35.509019,-97.322173
7306,Sonshine Community Church,Small church,"3012 Cedar Blue Rd Sulphur, OK",http://www.usachurches.org/church/sonshine-community-church.htm,34.448676,-96.988241
7307,Tishomingo First Assembly of God,Medium church,"211 N Broadway St Tishomingo, OK",http://www.usachurches.org/church/first-assembly-of-god-tishomingo.htm,34.235647,-96.676469
7308,Park Plaza Church of Christ,Large church,"96th St & S Garnett Rd Tulsa, OK",http://www.usachurches.org/church/park-plaza-church-of-christ.htm,36.024493,-95.850978
7309,Victory,Mega church,"7700 S Lewis Ave Tulsa, OK",http://www.usachurches.org/church/victory.htm,36.052349,-95.957914
7310,Cedar Ridge Christian Church,Large church,"4010 West New Orleans Broken Arrow, OK",http://www.usachurches.org/church/cedar-ridge-christian-church.htm,36.017363,-95.839358
7311,Trinity Episcopal Church,Large church,"501 S Cincinnati Ave Tulsa, OK",http://www.usachurches.org/church/trinity-episcopal-church-tulsa.htm,36.151845,-95.987445
7312,Kirk of the Hills,Large church,"4102 E 61st St Tulsa, OK",http://www.usachurches.org/church/kirk-of-the-hills-presbyterian-church.htm,36.075331,-95.929998
7313,Guts Church,Mega church,"9120 E Broken Arrow Expy Tulsa, OK",http://www.usachurches.org/church/guts-church.htm,36.102939,-95.87426
7314,Calvary Chapel Tulsa,Small church,"901 S Memorial Dr Tulsa, OK",http://www.usachurches.org/church/calvarychapeltulsa.htm,36.148877,-95.886607
7315,First Presbyterian Church,Large church,"709 S Boston Ave Tulsa, OK",http://www.usachurches.org/church/firstpresbyterianchurchtulsa.htm,36.149633,-95.987708
7316,Boston Avenue United Methodist Church,Mega church,"1301 S Boston Ave Tulsa, OK",http://www.usachurches.org/church/boston-avenue-united-methodist-church.htm,36.144306,-95.985113
7317,First United Methodist Church,Mega church,"1115 S Boulder Ave Tulsa, OK",http://www.usachurches.org/church/first-united-methodist-church.htm,36.145519,-95.988512
7318,HalleluYah Messianic Fellowship,Small church,"223 E 117th St S Jenks, OK",http://www.usachurches.org/church/halleluyah-messianic-fellowship.htm,35.99368,-95.96574
7319,Asbury United Methodist Church,Mega church,"6767 S Mingo Rd Tulsa, OK",http://www.usachurches.org/church/asbury-united-methodist-church.htm,36.066323,-95.868553
7320,CommonGround Church,Large church,"7810 E 49th St Tulsa, OK",http://www.usachurches.org/church/commonground-church.htm,36.092974,-95.889448
7321,Redemption Life Center,Small church,"28906 E Admiral Pl Catoosa, OK",http://www.usachurches.org/church/redemption-life-center.htm,36.162348,-95.654465
7322,First Baptist Church Of Broken Arrow,Mega church,"100 W Albany Broken Arrow, OK",http://www.usachurches.org/church/first-baptist-church-of-broken-arrow.htm,36.072895,-95.79086
7323,Church on the Move,Mega church,"1003 N 129th E Ave Tulsa, OK",http://www.usachurches.org/church/church-on-the-move.htm,36.168231,-95.833351
7324,Transformation Church,Large church,"1519 W Pine St Tulsa, OK",http://www.usachurches.org/church/transformation-church-tulsa.htm,36.176487,-96.009541
7325,RiverOaks Presbyterian Church,Medium church,"8621 S Memorial Dr Tulsa, OK",http://www.usachurches.org/church/riveroaks-presbyterian-church.htm,36.038668,-95.886074
7326,Rhema Bible Church,Large church,"1025 W Kenosha St Broken Arrow, OK",http://www.usachurches.org/church/rhema-bible-church.htm,36.060954,-95.800628
7327,Sanctuary Evangelistic Church,Medium church,"1228 E 5th St Tulsa, OK",http://www.usachurches.org/church/sanctuary-evangelistic-church.htm,36.154729,-95.976237
7328,Renaissance Outreach Ministries International,Small church,"29652 E 690 Rd Wagoner, OK",http://www.usachurches.org/church/renaissance-outreach-ministries-international.htm,36.017168,-95.356941
7329,First Christian Church of Waurika,Medium church,"514 N Elm St Waurika, OK",http://www.usachurches.org/church/first-christian-church-of-waurika.htm,34.168344,-97.997408
7330,Oak Grove Missionary Baptist Church,Small church,"E 5th St Wright City, OK",http://www.usachurches.org/church/oakgrovemissionarybaptistchurch.htm,34.063354,-94.99963
7331,Bethel Community Church,Medium church,"4901 N Sara Rd Yukon, OK",http://www.usachurches.org/church/bethel-baptist-church-yukon.htm,35.521753,-97.706959
7332,Village Christian Church,Small church,"7234 NE Arnold Ave Adair Village, OR",http://www.usachurches.org/church/villagechristianchurch.htm,44.672322,-123.216474
7333,United Presbyterian Church,Medium church,"330 5th Ave S W Albany, OR",http://www.usachurches.org/church/united-presbyterian-church.htm,44.633928,-123.107138
7334,Whitespires Berean Bible Fellowship,Small church,"510 5th Ave S W Albany, OR",http://www.usachurches.org/church/whitespires-berean-bible-fellowship.htm,44.633667,-123.109639
7335,Astoria Seventh-day Adventist Church,Small church,"300 Nehalem Ave Astoria, OR",http://www.usachurches.org/church/astoria-seventh-day-adventist-church.htm,46.174918,-123.840504
7336,Willamette Valley Baptist Church,Medium church,"650 N 1st St Aumsville, OR",http://www.usachurches.org/church/willamette-valley-baptist-church.htm,44.845661,-122.866069
7337,Baker City Seventh-day Adventist Church,Medium church,"42171 Chico Rd Baker City, OR",http://www.usachurches.org/church/baker-city-seventh-day-adventist-church.htm,44.796713,-117.849926
7338,Beaverton Seventh-day Adventist Church,Medium church,"14645 S W Davis Rd Beaverton, OR",http://www.usachurches.org/church/beaverton-seventh-day-adventist-church.htm,45.474123,-122.827653
7339,St. Bartholomew's Episcopal Church,Medium church,"11265 S W Cabot St Beaverton, OR",http://www.usachurches.org/church/st-bartholomews-episcopal-church.htm,45.494837,-122.792597
7340,Beaverton Christian Church,Large church,"13600 S W Allen Blvd Beaverton, OR",http://www.usachurches.org/church/beaverton-christian-church.htm,45.476487,-122.818088
7341,Evergreen Presbyterian Church,Medium church,"7275 S W Hall Blvd Beaverton, OR",http://www.usachurches.org/church/evergreen-presbyterian-church.htm,45.467306,-122.803812
7342,Beaverton Grace Bible Church,Medium church,"980 N W 180th Ave Beaverton, OR",http://www.usachurches.org/church/beaverton-grace-bible-church.htm,45.526853,-122.862724
7343,City of Grace Church International,Small church,"12500 S W Allen Blvd Beaverton, OR",http://www.usachurches.org/church/city-of-grace-church-international.htm,45.476483,-122.806031
7344,Ethnos Church,Medium church,"13600 S W Allen Blvd Beaverton, OR",http://www.usachurches.org/church/ethnos-church.htm,45.476487,-122.818088
7345,Living Water Apostolic Church,Small church,"12830 S W Canyon Rd Beaverton, OR",http://www.usachurches.org/church/living-water-apostolic-church.htm,45.488312,-122.808429
7346,New Hope Church,Large church,"20080 Pinebrook Blvd Bend, OR",http://www.usachurches.org/church/new-hope-church-bend.htm,44.021379,-121.316368
7347,Westside Church,Large church,"2051 N W Shevlin Park Rd Bend, OR",http://www.usachurches.org/church/westside-church-bend.htm,44.063612,-121.342338
7348,Central Baptist Church,Small church,"63214 Boyd Acres Rd Bend, OR",http://www.usachurches.org/church/central-oregon-baptist-church.htm,44.095341,-121.295742
7349,Bend International Church of Christ,Small church,"1036 NE 8th St Bend, OR",http://www.usachurches.org/church/bendinternationalchurchofchrist.htm,44.060307,-121.293783
7350,The Fellowship at Bend,Large church,"21530 NE Butler Market Rd Bend, OR",http://www.usachurches.org/church/the-fellowship-at-bend.htm,44.087521,-121.245936
7351,Grace Bible Church,Small church,"63945 Old Bend Redmond Hwy Bend, OR",http://www.usachurches.org/church/grace-bible-church-bend.htm,44.121771,-121.316433
7352,Faith Christian Center,Medium church,"1049 NE 11th St Bend, OR",http://www.usachurches.org/church/faith-christian-center-bend.htm,44.060864,-121.290476
7353,Antioch Church,Medium church,"230 NE 6th St Bend, OR",http://www.usachurches.org/church/antioch-church.htm,44.053228,-121.297216
7354,Burns Seventh-day Adventist Church,Small church,"306 N Buena Vista Ave Burns, OR",http://www.usachurches.org/church/burns-seventh-day-adventist-church.htm,43.588502,-119.056538
7355,Christ the King Community Church,Medium church,"1859 S Township Rd Canby, OR",http://www.usachurches.org/church/christ-the-king-community-church-oregon-city.htm,45.259424,-122.671494
7356,Grace Baptist Church,Small church,"E Monroe St & N 2nd St Carlton, OR",http://www.usachurches.org/church/grace-baptist-church-carlton.htm,45.295452,-123.174618
7357,Mid-Valley Baptist Church,Small church,"925 N W Kings Blvd Corvallis, OR",http://www.usachurches.org/church/mid-valley-baptist-church.htm,44.576282,-123.27526
7358,Voice of the Trumpet International Ministries,Small church,"19715 S E Hwy 212Damascus, OR",http://www.usachurches.org/church/voice-of-the-trumpet-international-ministries.htm,42.234835,-121.552519
7359,Dayville Seventh-day Adventist Church,Small church,"170 Franklin St Dayville, OR",http://www.usachurches.org/church/dayville-seventh-day-adventist-church.htm,44.466598,-119.534094
7360,Canaan Community Church,Small church,"64610 Mc Dermott Rd Deer Island, OR",http://www.usachurches.org/church/canaan-community-church.htm,45.933167,-122.918276
7361,Elgin Christian Church,Small church,"1335 Division St Elgin, OR",http://www.usachurches.org/church/elgin-christian-church.htm,45.56485,-117.922808
7362,Garden Way Church,Medium church,"231 N Garden Way Eugene, OR",http://www.usachurches.org/church/garden-way-church.htm,44.0652,-123.051953
7363,The Episcopal Church of St. John the Divine,Small church,"2537 Game Farm Rd Springfield, OR",http://www.usachurches.org/church/the-episcopal-church-of-st-john-the-divine.htm,44.07149,-123.031645
7364,City of Destiny Church,Medium church,"2065 Centennial Blvd Springfield, OR",http://www.usachurches.org/church/city-of-destiny-church.htm,44.05608,-122.995382
7365,New Life Church,Medium church,"2080 19th St Springfield, OR",http://www.usachurches.org/church/new-life-church-springfield.htm,44.065516,-122.996595
7366,Central Coast Baptist Church,Small church,"1732-B Laurel Way Florence, OR",http://www.usachurches.org/church/central-coast-baptist-church.htm,43.981243,-124.107815
7367,Grants Pass Seventh-day Adventist Church,Large church,"1360 NE 9th St Grants Pass, OR",http://www.usachurches.org/church/grants-pass-seventh-day-adventist-church.htm,42.453984,-123.317697
7368,Grants Pass Missionary Baptist Church,Medium church,"2200 Merlin- Galice Rd Grants Pass, OR",http://www.usachurches.org/church/grants-pass-missionary-baptist-church.htm,42.500736,-123.390437
7369,Friends In Christ Fellowship,Small church,"1205 Rogue River Hwy Grants Pass, OR",http://www.usachurches.org/church/friends-in-christ-fellowship.htm,42.422757,-123.315231
7370,Rise City Church,Medium church,"1890 NE Cleveland Ave Gresham, OR",http://www.usachurches.org/church/rise-city-church-gresham.htm,45.511851,-122.421151
7371,East Hill Church,Mega church,"701 N Main Ave Gresham, OR",http://www.usachurches.org/church/east-hill-church.htm,45.501925,-122.430984
7372,Tangent Mennonite Church,Medium church,"910 E 1st St Halsey, OR",http://www.usachurches.org/church/tangent-mennonite-church.htm,44.384011,-123.109806
7373,Beautiful Savior Lutheran Church,Large church,"9800 S E 92nd Ave Happy Valley, OR",http://www.usachurches.org/church/beautiful-savior-lutheran-church-happy-valley.htm,45.450499,-122.567688
7374,Our Redeemer Lutheran Church,Medium church,"1140 Tucker Rd Hood River, OR",http://www.usachurches.org/church/our-redeemer-lutheran-church-hood-river.htm,45.685749,-121.525275
7375,Truth Tabernacle,Medium church,"1331 Tucker Rd Hood River, OR",http://www.usachurches.org/church/truth-tabernacle.htm,45.681416,-121.528961
7376,John Day Seventh-day Adventist Church,Small church,"110 N W Valley View Dr John Day, OR",http://www.usachurches.org/church/john-day-seventh-day-adventist-church.htm,44.435367,-118.958428
7377,True Life Church of the Nazarene,Medium church,"4855 Bailey Rd N E Keizer, OR",http://www.usachurches.org/church/truelifechurchofthenazarene.htm,44.994689,-123.021196
7378,New Life Christian Church,Medium church,"5000 Hosanna Way Klamath Falls, OR",http://www.usachurches.org/church/new-life-christian-church-klamath-falls.htm,42.179,-121.730788
7379,First Church of God,Medium church,"2802 Altamont Dr Klamath Falls, OR",http://www.usachurches.org/church/first-church-of-god-klamath-falls.htm,42.201515,-121.747435
7380,Amazing Grace Fellowship,Small church,"1316 T Ave La Grande, OR",http://www.usachurches.org/church/amazing-grace-fellowship-la-grande.htm,45.330491,-118.090273
7381,Long Creek Seventh-day Adventist Church,Small church,"E Main St Long Creek, OR",http://www.usachurches.org/church/long-creek-seventh-day-adventist-church.htm,44.713755,-119.100922
7382,Madras Missionary Baptist Church,Small church,"741 S W 3rd St Madras, OR",http://www.usachurches.org/church/madras-missionary-baptist-church.htm,44.625279,-121.132005
7383,The Center,Small church,"1410-1414 W 8th St Medford, OR",http://www.usachurches.org/church/the-center.htm,42.322425,-122.888976
7384,The Rock Family Worship Center,Small church,"2330 N Pacific Hwy Medford, OR",http://www.usachurches.org/church/the-rock-family-worship-center.htm,42.347242,-122.886157
7385,Living Waters Church,Large church,"2200 Roberts Rd Medford, OR",http://www.usachurches.org/church/living-waters-church-medford.htm,42.351086,-122.851457
7386,Higher Ground Outreach,Small church,"2036 S E Jefferson St Milwaukie, OR",http://www.usachurches.org/church/higher-ground-outreach.htm,45.443366,-122.640212
7387,Eagles Wings Ministries,Small church,"10902 S E Garrett Dr Milwaukie, OR",http://www.usachurches.org/church/eagles-wings-ministries.htm,45.444494,-122.614605
7388,Antioch Missionary Baptist Church,Small church,"219 S E Neal Ln Myrtle Creek, OR",http://www.usachurches.org/church/antioch-missionary-baptist-church.htm,43.021274,-123.274133
7389,Newberg First Presbyterian Church,Medium church,"501 Mission Dr Newberg, OR",http://www.usachurches.org/church/first-presbyterian-church-newberg.htm,45.30758,-122.975098
7390,Family Life Church,Large church,"502 S St Paul Hwy Newberg, OR",http://www.usachurches.org/church/familylifechurch.htm,45.296058,-122.951053
7391,Newberg Christian Church,Large church,"2315 Villa Rd Newberg, OR",http://www.usachurches.org/church/newberg-christian-church.htm,45.316857,-122.963843
7392,Southside Community Church,Small church,"715 E 8th St Newberg, OR",http://www.usachurches.org/church/southside-community-church.htm,45.293822,-122.972106
7393,Nyssa Christian Fellowship,Medium church,"220 S 5th St Nyssa, OR",http://www.usachurches.org/church/nyssa-christian-church.htm,43.874988,-116.998862
7394,Sunrise Christian Church,Medium church,"968 S W 30th St Ontario, OR",http://www.usachurches.org/church/sunrise-christian-church.htm,44.019179,-117.005379
7395,Ontario Seventh-day Adventist Church,Medium church,"322 S W 2nd Ave Ontario, OR",http://www.usachurches.org/church/ontario-seventh-day-adventist-church.htm,44.024804,-116.975703
7396,Oregon City Evangelical Church,Large church,"1024 Linn Ave Oregon City, OR",http://www.usachurches.org/church/oregon-city-evangelical-church.htm,45.339698,-122.605009
7397,Stone Creek Christian Church,Medium church,"21949 S Hwy 213Oregon City, OR",http://www.usachurches.org/church/stone-creek-christian-church.htm,45.33675,-122.590784
7398,Calvary Chapel Oregon City,Small church,"14228 S Maple Ln Ct Oregon City, OR",http://www.usachurches.org/church/calvary-chapel-oregon-city.htm,45.332871,-122.574082
7399,First Baptist Church of Phoenix,Medium church,"4655 S Pacific Hwy Phoenix, OR",http://www.usachurches.org/church/first-baptist-church-of-phoenix.htm,42.267001,-122.807864
7400,New Hope Church,Large church,"11731 S E Stevens Rd Portland, OR",http://www.usachurches.org/church/new-hope-community-church.htm,45.438975,-122.56396
7401,Anthem Church,Mega church,"3300 NE 172nd Place Portland, OR",http://www.usachurches.org/church/anthem-church.htm,45.544971,-122.48648
7402,St. Johns Christian Church,Medium church,"8044 N Richmond Ave Portland, OR",http://www.usachurches.org/church/st-johns-christian-church.htm,45.590776,-122.749813
7403,Rolling Hills Community Church,Mega church,"3550 S W Borland Rd Tualatin, OR",http://www.usachurches.org/church/rolling-hills-community-church.htm,45.375257,-122.711263
7404,First Church of the Apostolic Faith,Small church,"9008 N Smith St Portland, OR",http://www.usachurches.org/church/first-church-of-the-apostolic-faith.htm,45.594699,-122.752541
7405,Oregon City Evangelical Church,Large church,"1024 Linn Ave Oregon City, OR",http://www.usachurches.org/church/oregon-city-evangelical-church.htm,45.339698,-122.605009
7406,Higher Ground Outreach,Small church,"2036 S E Jefferson St Milwaukie, OR",http://www.usachurches.org/church/higher-ground-outreach.htm,45.443366,-122.640212
7407,Stone Creek Christian Church,Medium church,"21949 S Hwy 213Oregon City, OR",http://www.usachurches.org/church/stone-creek-christian-church.htm,45.33675,-122.590784
7408,Shabach Church,Small church,"5425 NE 27th Ave Portland, OR",http://www.usachurches.org/church/shabach-church.htm,45.562699,-122.638141
7409,Genesis Community Fellowship,Medium church,"5424 NE 27th Ave Portland, OR",http://www.usachurches.org/church/genesis-community-fellowship.htm,45.562197,-122.637853
7410,Reedwood Friends,Medium church,"2901 S E Steele St Portland, OR",http://www.usachurches.org/church/reedwood-friends-church.htm,45.484694,-122.636711
7411,Revelation Station Church,Small church,"13770 S W Pacific Hwy Tigard, OR",http://www.usachurches.org/church/revelation-station-church.htm,45.420212,-122.78579
7412,City Bible Church,Mega church,"9200 NE Fremont St Portland, OR",http://www.usachurches.org/church/city-bible-church.htm,45.549154,-122.567361
7413,Beaverton Seventh-day Adventist Church,Medium church,"14645 S W Davis Rd Beaverton, OR",http://www.usachurches.org/church/beaverton-seventh-day-adventist-church.htm,45.474123,-122.827653
7414,MCC Portland,Small church,"2828 S E Stephens St Portland, OR",http://www.usachurches.org/church/mccportland.htm,45.509779,-122.637071
7415,Promised Land Community Church,Small church,"5760 NE Cleveland Ave Portland, OR",http://www.usachurches.org/church/promisedlandcommunitychurch.htm,45.564861,-122.665826
7416,Meadow Springs Community Church,Medium church,"12647 S W 62nd Ave Portland, OR",http://www.usachurches.org/church/meadow-springs-community-church.htm,45.43381,-122.741132
7417,St. Bartholomew's Episcopal Church,Medium church,"11265 S W Cabot St Beaverton, OR",http://www.usachurches.org/church/st-bartholomews-episcopal-church.htm,45.494837,-122.792597
7418,St. John the Baptist Episcopal Church,Medium church,"6300 S W Nicol Rd Portland, OR",http://www.usachurches.org/church/st-john-the-baptist-episcopal-church.htm,45.474742,-122.75766
7419,St. Mark Presbyterian Church,Small church,"9750 S W Terwilliger Blvd Portland, OR",http://www.usachurches.org/church/st-mark-presbyterian-church.htm,45.454017,-122.682712
7420,Prineville Church of the Nazarene,Medium church,"780 E 1st St Prineville, OR",http://www.usachurches.org/church/prineville-church-of-the-nazarene.htm,44.30288,-120.847101
7421,Highland Baptist Church,Large church,"3100 S W Highland Ave Redmond, OR",http://www.usachurches.org/church/highlandbaptistchurch.htm,44.2692,-121.20667
7422,Richland Seventh-day Adventist Church,Small church,"39863 New Bridge Rd Richland, OR",http://www.usachurches.org/church/richland-seventh-day-adventist-church.htm,44.769567,-117.176486
7423,LifeChangers Church,Small church,"3535 Ward Dr N E Salem, OR",http://www.usachurches.org/church/lifechangers-church.htm,44.983374,-122.990176
7424,Gospel Fellowship Community Church,Medium church,"5771 Fruitland Rd N E Salem, OR",http://www.usachurches.org/church/gospel-fellowship-community-church.htm,44.940797,-122.942005
7425,St. Martin's Episcopal Church,Small church,"95 Cleveland St Shady Cove, OR",http://www.usachurches.org/church/st-martins-episcopal-church-shady-cove.htm,42.624198,-122.810233
7426,Open Door Community Church,Medium church,"339 N W Sherman St Sheridan, OR",http://www.usachurches.org/church/open-door-community-church.htm,45.101004,-123.399114
7427,Countryside Community Church,Large church,"18810 S W Kruger Rd Sherwood, OR",http://www.usachurches.org/church/countryside-community-church.htm,45.35328,-122.871025
7428,The Episcopal Church of St. John the Divine,Small church,"2537 Game Farm Rd Springfield, OR",http://www.usachurches.org/church/the-episcopal-church-of-st-john-the-divine.htm,44.07149,-123.031645
7429,City of Destiny Church,Medium church,"2065 Centennial Blvd Springfield, OR",http://www.usachurches.org/church/city-of-destiny-church.htm,44.05608,-122.995382
7430,New Life Church,Medium church,"2080 19th St Springfield, OR",http://www.usachurches.org/church/new-life-church-springfield.htm,44.065516,-122.996595
7431,Springfield Church of God,Medium church,"1369 D St Springfield, OR",http://www.usachurches.org/church/springfield-church-of-god.htm,44.049668,-123.005666
7432,Calvary Chapel Fellowship,Medium church,"1070 Columbia Blvd St Helens, OR",http://www.usachurches.org/church/calvary-chapel-fellowship-columbia-city.htm,45.863011,-122.808547
7433,First Christian Church of The Dalles,Large church,"909 Court St The Dalles, OR",http://www.usachurches.org/church/first-christian-church-of-the-dalles.htm,45.597823,-121.187047
7434,Revelation Station Church,Small church,"13770 S W Pacific Hwy Tigard, OR",http://www.usachurches.org/church/revelation-station-church.htm,45.420212,-122.78579
7435,Grace Point Community Church,Medium church,"11075 S W Gaarde St Tigard, OR",http://www.usachurches.org/church/grace-point-community-church-tigard.htm,45.418686,-122.791139
7436,Tillamook Nazarene Church,Medium church,"2611 3rd St Tillamook, OR",http://www.usachurches.org/church/tillamooknazarenechurch.htm,45.456033,-123.835667
7437,LifeChange Christian Fellowship,Small church,"3500 Alder Ln Tillamook, OR",http://www.usachurches.org/church/lifechange-christian-fellowship.htm,45.454316,-123.82675
7438,Rolling Hills Community Church,Mega church,"3550 S W Borland Rd Tualatin, OR",http://www.usachurches.org/church/rolling-hills-community-church.htm,45.375257,-122.711263
7439,Vale Seventh-day Adventist Church,Medium church,"1554 U. S. 20Vale, OR",http://www.usachurches.org/church/vale-seventh-day-adventist-church.htm,43.789588,-123.0786
7440,Athey Creek Christian Fellowship,Large church,"27520 S W 95th Ave Wilsonville, OR",http://www.usachurches.org/church/athey-creek-christian-fellowship.htm,45.32069,-122.773122
7441,St. Francis of Assisi Episcopal Church,Medium church,"8818 S W Miley Rd Wilsonville, OR",http://www.usachurches.org/church/st-francis-of-assisi-episcopal-church.htm,45.283418,-122.766706
7442,Winston Missionary Baptist Church,Small church,"130 Cary St Winston, OR",http://www.usachurches.org/church/winston-missionary-baptist-church.htm,43.121781,-123.4206
7443,Holy Trinity Evangelical Lutheran Church,Medium church,"2086 Parkview Ave Abington, PA",http://www.usachurches.org/church/holy-trinity-evangelical-lutheran-church-abington.htm,40.135312,-75.113761
7444,Abington Baptist Church,Medium church,"1501 Huntingdon Rd Abington, PA",http://www.usachurches.org/church/abington-baptist-church.htm,40.12243,-75.110065
7445,Bible Baptist Church,Medium church,"45 S 9th St Akron, PA",http://www.usachurches.org/church/bible-baptist-church-akron.htm,40.155777,-76.202139
7446,Cedar Crest Bible Fellowship Church,Large church,"1151 S Cedar Crest Blvd Allentown, PA",http://www.usachurches.org/church/cedar-crest-bible-fellowship-church.htm,40.569353,-75.51896
7447,Legacy Christian Church,Medium church,"5925 Tilghman St, Ste 800Allentown, PA",http://www.usachurches.org/church/legacy-christian-church-allentown.htm,40.590201,-75.564881
7448,Overflowing Life Christian Center,Medium church,"635 W Turner St Allentown, PA",http://www.usachurches.org/church/overflowing-life-christian-center.htm,40.605055,-75.47301
7449,Calvary Bible Fellowship Church,Large church,"6782 N Main St Coopersburg, PA",http://www.usachurches.org/church/calvary-bible-fellowship-church.htm,40.518154,-75.390704
7450,Calvary Fellowship of Emmaus,Small church,"50 S 6th St Emmaus, PA",http://www.usachurches.org/church/calvary-fellowship-of-emmaus.htm,40.53194,-75.495018
7451,Assembly of Pentecostal Church of Jesus Christ Inc.,Medium church,"632 N 5th St Allentown, PA",http://www.usachurches.org/church/assembly-of-pentecostal-church-of-jesus-christ-inc.htm,40.612461,-75.472283
7452,White Deer Valley Baptist Church,Medium church,"572 White Deer Baptist Church Rd Allenwood, PA",http://www.usachurches.org/church/white-deer-valley-baptist-church.htm,41.119081,-76.928976
7453,Chapel on Merchant Street,Small church,"452 Merchant St Ambridge, PA",http://www.usachurches.org/church/chapel-on-merchant-street.htm,40.584607,-80.225884
7454,Community Church of Pine Run,Medium church,"190 Pine Run Church Rd Apollo, PA",http://www.usachurches.org/church/community-church-of-pine-run.htm,40.547428,-79.597125
7455,Trinity Episcopal Church,Medium church,"234 Spring Garden St Easton, PA",http://www.usachurches.org/church/trinity-episcopal-church-easton.htm,40.693265,-75.208475
7456,Word of Faith Christian Center,Large church,"4150 Market St Aston, PA",http://www.usachurches.org/church/word-of-faith-christian-center.htm,39.851064,-75.426255
7457,Aultman Baptist Church,Small church,"91 4th St Aultman, PA",http://www.usachurches.org/church/aultman-baptist-church.htm,40.563378,-79.261918
