name;addr;lat;lon
GRACE CHURCH OF CHRIST;272 Meadow Street , Agawam, Massachusetts 01107;42.07817;-72.60185
AGAWAM CONGREGATIONAL CHURCH UCC;745 MAIN STREET, Agawam, Massachusetts 01001-2504;42.06802;-72.614735
GRACE CHURCH OF CHRIST;272 Meadow Street , Agawam, Massachusetts 01107;42.07817;-72.60185
FEEDING HILLS CONGREGATIONAL CHURCH;21 WEST NORTHFIELD STREET, Feeding Hills, Massachusetts 01030-1672;42.06968;-72.67857
UNITED CHURCH OF WARE;49 Church St, Ware, Massachusetts 01082;42.26251;-72.23726
STRAITWAY TO HEAVEN CHURCH;4 Garfield Street, Springfield, Massachusetts 01108;42.08608;-72.56899
REDEEMER LUTHERAN CHURCH;20440 DOWNES ROAD, Parkton, Michigan 21121;44.93374589245;-84.525239999781
Frank Gilliard;3497 W. Pasadena Ave, Flint, Michigan 3497 W. Pasadena Ave.;43.028235;-83.724475
GREEK ORTHODOX CHURCH OF THE ASSUMPTION;21800 MARTER ROAD, St. Clair Shores, Michigan 42412;42.45148;-82.89009
CHURCH OF THE HOLY SPIRIT RECTORY;1673 APOLLO, Highland, Michigan 45356;42.66932;-83.59832
Farmington Hills Baptist Church;28301 Middlebelt Rd., Farmington Hills, Michigan 48000;42.50399;-83.34105
Winona Faith Church;1717 W. 6th Street, Winona, Minnesota 1717 W. 6th St;44.05513;-91.68497
MEMORIAL LUTHERAN CHURCH;15730 AFTON BOULEVARD SOUTH, Afton, Minnesota 55001;44.90356;-92.786
SAINT PETER LUTHERAN CHURCH;880 NEAL AVENUE SOUTH, Afton, Minnesota 55001;44.93525;-92.8454
BETHLEHEM LUTHERAN CHURCH;490 4TH STREET NORTH, Bayport, Minnesota 55003;45.020235;-92.78161
PEOPLE'S CONGREGATIONAL CHURCH;293 3RD STREET NORTH, Bayport, Minnesota 55003;45.01847;-92.77952
SAINT CHARLES CATHOLIC CHURCH;409 3RD STREET NORTH, Bayport, Minnesota 55003;45.01994;-92.77991
BETHEL COMMUNITY CHURCH;23850 NW DEWEY STREET, Bethel, Minnesota 55005;45.40236;-93.26865
BIBLE BAPTIST CHURCH;1300 229TH AVENUE NORTHEAST, Bethel, Minnesota 55005;45.38438;-93.23792
SAINT ANDREW LUTHERAN CHURCH;1450 237TH AVENUE, Bethel, Minnesota 55005;45.3988;-93.23336
BRAHAM CHURCH OF GOD;211 WEST CENTRAL DRIVE, Braham, Minnesota 55006;45.72046;-93.15236
BRAHAM EVAN CONVENANT CHURCH;508 BROADWAY AVENUE SOUTH, Braham, Minnesota 55006;45.72934;-93.17152
BRAHAM EVAN LUTHERAN CHURCH;905 CENTRAL DRIVE WEST, Braham, Minnesota 55006;45.72972;-93.18167
SAINT STEPHEN'S LUTHERAN CHURCH;400 8TH STREET, Braham, Minnesota 55006;45.71666;-93.16506
SAINTS PETER & PAUL CHURCH;SOUTHVILLE AVENUE, Braham, Minnesota 55006;45.724744;-93.170637
SILOA LUTHERAN CHURCH;RURAL ROUTE 1, Braham, Minnesota 55006;45.724744;-93.170637
Old Paths Baptist Mission;5649 Hwy 25 Suite C, Flowood, Mississippi 29232;32.3569;-90.010772
HARDENS CHAPEL METHODIST CHURCH;3344 HARDINS CHAPEL ROAD, Fulton, Mississippi 38343;34.261407;-88.371852
COAST COMMUNITY CHURCH;8324 WOOLMARKET ROAD, Biloxi, Mississippi 38532;30.47117;-88.97768
FIRST BAPTIST CHURCH OF ABBEVILLE;15 LONG STREET, Abbeville, Mississippi 38601;34.50263;-89.49059
ARKABUTLA BAPTIST CHURCH;PO BOX 310, Arkabutla, Mississippi 38602;34.698621;-90.122762
CHURCH OF JESUS CHRIST OF LDS;HIGHWAY 4 WEST, Arkabutla, Mississippi 38602;34.70188;-88.65941
Joplin church of God Seventh Day;2225 N Saint Charles Ave, Joplin, Missouri 60804;37.10981;-94.49296
CHURCH OF THE MASTER UNITED CHURCH OF CHRIST;1325 PADDOCK DRIVE, Florissant, Missouri 62025;38.79596;-90.307215
ANTIOCH BAPTIST CHURCH;18319 WILD HORSE CREEK, Chesterfield, Missouri 63005;38.64412;-90.66713
ASCENSION CHURCH OF CHESTERFIELD;230 SANTA MARIA DRIVE, Chesterfield, Missouri 63005;38.66165;-90.57945
CHURCH CHAPEL PRESBYTERIAN CHR;1330 KEHRS MILL ROAD, Chesterfield, Missouri 63005;38.654878;-90.617915
KOREAN FULL GOSPEL CHURCH;17550 WILD HORSE CREEK, Chesterfield, Missouri 63005;38.656415;-90.631205
ORGANIC CHURCH;18111 Edison Ave., CHESTERFIELD, Missouri 63005;38.66548;-90.639175
SAINT LOUIS CHURCH OF CHRIST;700 CROWN INDUSTRIAL COURT, Chesterfield, Missouri 63005;38.66735;-90.640544
SAINT LOUIS FAMILY CHURCH;145 VALLEY CENTER, Chesterfield, Missouri 63005;38.667792;-90.612282
SAINT THOMAS UNITED CHURCH OF CHRIST;17842 WILD HORSE CREEK, Chesterfield, Missouri 63005;38.64871;-90.64383
ST LOUIS KOREAN SEVENTH-DAY ADVENTIST CHURCH;16601 Wild Horse Creek Rd, CHESTERFIELD, Missouri 63005;38.66292;-90.58108
UNION BAPTIST CHURCH;17200 CHURCH ROAD, Chesterfield, Missouri 63005;38.64153;-90.63011
ABC PRESCHOOL OF ARNOLD;LONEDELL & POMME ROAD, Arnold, Missouri 63010;38.431085;-90.406935
ARNOLD BAPTIST TABERNACLE;3705 TELEGRAPH ROAD, Arnold, Missouri 63010;38.40745;-90.37319
ARNOLD CHRISTIAN COMMUNITY CHURCH;1595 ARCHER DRIVE, Arnold, Missouri 63010;38.44544;-90.3969
ARNOLD CHURCH OF THE NAZARENE;3651 TELEGRAPH ROAD, Arnold, Missouri 63010;38.40776;-90.369455
ARNOLD FOURSQUARE CHURCH;PO BOX 788, Arnold, Missouri 63010;38.437756;-90.37348
ARNOLD II FOURSQUARE CHURCH - VISITATION HILL;1695 Missouri State Rd, ARNOLD, Missouri 63010;38.44326;-90.4035
CALVARY BIBLE WAY TABERNACLE;759 LONEDELL ROAD, Arnold, Missouri 63010;38.45255;-90.36996
CHURCH IN ACTION;2138 RIDGE ROAD, Arnold, Missouri 63010;38.44204;-90.37564
CHURCH OF CHRIST ARNOLD;2267 SCOTT DRIVE, Arnold, Missouri 63010;38.436255;-90.37596
CORNER STONE OPEN BIBLE CHURCH;951 OUTER ROAD, Arnold, Missouri 63010;38.45015;-90.37905
COUNCIL OF LUTHERAN CHURCHES;3520 JEFFCO BOULEVARD, SUITE 110, Arnold, Missouri 63010;38.41406;-90.37855
FIRST BAPTIST CHURCH OF ARNOLD;2012 MISSOURI STATE ROAD, Arnold, Missouri 63010;38.43806;-90.39165
FIRST BAPTIST CHURCH OF ARNOLD CHILD CARE;2012 MISSOURI STATE ROAD, Arnold, Missouri 63010;38.43806;-90.39165
FIRST UNITED PENTECOSTAL CHURCH OF ARNOLD;1870 BIG BILL ROAD, Arnold, Missouri 63010;38.430765;-90.39124
FREE INDEED MINISTRIES;, Arnold, Missouri 63010;38.422671;-90.375829
GOOD SHEPHERD LUTHERAN CHURCH LCMS;2211 TENBROOK ROAD, Arnold, Missouri 63010;38.44489;-90.366795
GRACE FREE WILL BAPTIST CHURCH;2258 TENBROOK ROAD, Arnold, Missouri 63010;38.44442;-90.36431
HOUSE OF PEACE;4325 JEFFCO BOULEVARD, Arnold, Missouri 63010;38.39565;-90.37472
IMMACULATE CONCEPTION CHURCH PASTOR;2316 CHURCH ROAD, Arnold, Missouri 63010;38.4344;-90.38095
IMMACULATE CONCEPTION CHURCH RECTORY;2300 CHURCH ROAD, Arnold, Missouri 63010;38.43476;-90.37973
IMPERIAL SAINT LUKE'S;6610 St Lukes Church Dr, ARNOLD, Missouri 63010;38.36111;-90.43702
MERAMEC HEIGHTS ASSEMBLY OF GOD;1450 OLD HIGHWAY 21, Arnold, Missouri 63010;38.45186;-90.44306
MOUNT CARMEL GENERAL BAPTIST CHURCH;2049 LONEDELL ROAD, Arnold, Missouri 63010;38.440705;-90.408255
MOUNT CARMEL GENERAL BAPTIST CHURCH;4023 JEFFCO BOULEVARD, Arnold, Missouri 63010;38.4038;-90.377225
NEW HOPE UNITED METHODIST CHURCH;3921 Jeffco Blvd, ARNOLD, Missouri 63010;38.405435;-90.378865
PARKVIEW BAPTIST CHURCH;2210 MORRIS DRIVE, Arnold, Missouri 63010;38.42711;-90.39755
PENTECOSTAL LIGHT HOUSE TABERNACLE CHURCH;101 INDUSTRIAL DRIVE, Arnold, Missouri 63010;38.41777;-90.373875
PEOPLE'S CHURCH;HIGHWAY 141 & ASTRA WAY, Arnold, Missouri 63010;38.44335;-90.399145
Peoples Church;1770 Missouri State Road, Arnold, Missouri 63010;38.44317;-90.39981
ROCKPORT BAPTIST CHURCH;3761 TELEGRAPH ROAD, Arnold, Missouri 63010;38.406565;-90.376175
SAINT DAVID CATHOLC CHURCH ATHLETIC ASSOCIATION;2334 TENBROOK ROAD, Arnold, Missouri 63010;38.4421;-90.36248
SAINT DAVID CATHOLC CHURCH RECTORY;2334 TENBROOK ROAD, Arnold, Missouri 63010;38.4421;-90.36248
SAINT JOHN'S SCHOOL;HIGHWAY 21, Arnold, Missouri 63010;38.50864;-90.37466
SAINT JOHNS LUTHERAN CHURCH;3517 JEFFCO BOULEVARD, Arnold, Missouri 63010;38.41311;-90.37957
SAINT MARK UNITED CHURCH OF CHRIST;1861 MISSOURI STATE ROAD, Arnold, Missouri 63010;38.43984;-90.3969
STARLING ROAD BAPTIST CHURCH;2384 STARLING AIRPORT ROAD, Arnold, Missouri 63010;38.446385;-90.35414
THE SALVATION ARMY ARNOLD WORSHIP AND COMMUNITY CENTER;3740 TELEGRAPH ROAD, Arnold, Missouri 63010;38.4062;-90.37394
ULTIMATE VISION MINISTRIES INC.;, Arnold, Missouri 63010;38.422671;-90.375829
BALLWIN BAPTIST CHURCH;15101 MANCHESTER ROAD, Ballwin, Missouri 63011;38.5933;-90.55034
CHRIST PRINCE OF PEACE CATHOLIC CHURCH;415 WEIDMAN ROAD, Ballwin, Missouri 63011;38.59978;-90.49479
CHRISTIAN SCIENCE CHURCH;2989 CLARKSON ROAD, Ballwin, Missouri 63011;38.60916;-90.58641
CHURCH IN SAINT LOUIS;223 WOODS MILL ROAD, Ballwin, Missouri 63011;38.59664;-90.50979
ELLISVILLE BAPTIST PRESCHOOL;137 CLARKSON ROAD, Ballwin, Missouri 63011;38.59589;-90.58411
ELLISVILLE CHURCH OF CHRIST;62 HENRY AVENUE, Ballwin, Missouri 63011;38.59387;-90.58956
ELLISVILLE UNITED METHODIST CHURCH;15977 CLAYTON ROAD, Ballwin, Missouri 63011;38.60592;-90.58988
FIRST BAPTIST CHURCH OF BALLWIN;204 RIES ROAD, Ballwin, Missouri 63011;38.58961;-90.53782
FIRST BAPTIST CHURCH OF ELLISVILLE;137 CLARKSON ROAD, Ballwin, Missouri 63011;38.59589;-90.58411
FIRST MISSIONARY BAPTIST CHURCH;719 SHALLOWCREEK, Ballwin, Missouri 63011;38.58043;-90.51698
GOOD SHEPHERD LUTHERAN CHURCH;327 WOODS MILL ROAD, MANCHESTER MO, Ballwin, Missouri 63011-4300;38.59686;-90.50953
GOOD SHEPHERD LUTHERAN CHURCH;327 WOODS MILL ROAD, MANCHESTER, Missouri 63011;38.59906;-90.50997
GREAT COMMISSION CHURCH OF GOD;, Ballwin, Missouri 63011;38.593603;-90.538555
LIFEGATE BAPTIST CHURCH;16081 CLAYTON ROAD, Ballwin, Missouri 63011;38.60537;-90.59478
LIVING WATER FREE METHODIST CHURCH;14538 MANCHESTER ROAD, Ballwin, Missouri 63011;38.592305;-90.52425
LORD OF LIFE LUTHERAN CHURCH;15750 BAXTER, Ballwin, Missouri 63011;38.593603;-90.538555
MANCHESTER COMMUNITY CHURCH;14529 MANCHESTER ROAD, Ballwin, Missouri 63011;38.5938;-90.523125
MANCHESTER UNITED METHODIST CHURCH;129 WOODS MILL ROAD, Ballwin, Missouri 63011;38.5948;-90.51018
MANCHESTER UNITED METHODIST CHURCH;14380 MANCHESTER ROAD, Ballwin, Missouri 63011;38.592685;-90.51485
METRO-VISION MINISTRIES;1692 CARMAN ROAD, Ballwin, Missouri 63011;38.58057;-90.47881
MISSOURI UNITED METHODIST FOUNDATION;1090 SCHNUCKS WOODSMILL, Ballwin, Missouri 63011;38.59347;-90.562994
SAINT JOHN'S LUTHERAN CHURCH;15808 MANCHESTER ROAD, Ballwin, Missouri 63011;38.592669;-90.581924
SAINT LOUIS CHRISTIAN FELLOWSHIP;15332 MANCHESTER ROAD, Ballwin, Missouri 63011;38.592415;-90.559522
SAINT LOUIS MISSION & CHURCH;870 WOODS MILL ROAD, Ballwin, Missouri 63011;38.61878;-90.51118
SAINT MARK PRESBYTERIAN CHURCH;601 CLAYMONT DRIVE, Ballwin, Missouri 63011;38.605875;-90.550125
SAINT MARTIN'S EPISCOPAL CHURCH;15764 CLAYTON ROAD, Ballwin, Missouri 63011;38.604135;-90.57871
SALEM UNITED METHODIST CHURCH;14825 MANCHESTER ROAD, Ballwin, Missouri 63011;38.59375;-90.54074
ST. CLARE OF ASSISI;15642 Clayton Rd, BALLWIN, Missouri 63011;38.60531;-90.573945
TRINITY LUTHERAN CHURCH & PRESCHOOL;14088 CLAYTON ROAD AT HIGHWAY 14, Ballwin, Missouri 63011;38.593603;-90.538555
UNITED METHODIST CHURCH CONFERENCE CENTER;870 WOODS MILL ROAD, Ballwin, Missouri 63011;38.61878;-90.51118
WEST COUNTY COMMUNITY CHURCH;17770 MUELLER ROAD, Ballwin, Missouri 63011;38.58867;-90.6725
WOODLAWN CHAPEL PRESBYTERIAN CHURCH;16520 CLAYTON ROAD, Ballwin, Missouri 63011;38.606475;-90.61662
Church of Jesus Christ of Latter-Day Saints;200 E Lasater Ave, Plentywood, Montana 29254;48.769;-104.55709
CHRISTIAN CENTER ASSEMBLY OF GOD;255 SUMMIT RIDGE DRIVE, Kalispell, Montana 55901;48.22349;-114.333422
COUNTRYSIDE CHRISTIAN CHURCH;420 DALEY LANE, Kalispell, Montana 55901;48.15972;-114.37741
DWELLING PLACE;1694 Whalebone Dr., Kalispell, Montana 55901;48.18903;-114.37644
FAITH COVENANT PRESBYTERIAN;611 3RD AVENUE EAST, Kalispell, Montana 55901;48.19327;-114.30677
FATHER'S HOUSE;3171 HIGHWAY 93 NORTH, Kalispell, Montana 55901;48.260945;-114.329179
FLATHEAD VALLEY CHRISTIAN CHURCH;775 N MERIDIAN ROAD, Kalispell, Montana 55901;48.20715;-114.32991
GLACIER CHURCH;690 GRANDVIEW DRIVE, Kalispell, Montana 55901;48.224455;-114.32421
GLACIER VIEW CHURCH;2594 MONTANA, Kalispell, Montana 55901;48.198117;-114.331077
GOSPEL LIGHT;1830 MONTANA HIGHWAY 35, Kalispell, Montana 55901;48.22305;-114.25508
GOSPEL LIGHT BAPTIST CHURCH;PO BOX 5577, Kalispell, Montana 55901;48.202811;-114.330884
GRACE BAPTIST CHURCH;1385 COLUMBIA FALLS STAGE ROAD, Kalispell, Montana 55901;48.27212;-114.1947
HOUSE OF WORSHIP;120 NORTHRIDGE DRIVE, Kalispell, Montana 55901;48.21903;-114.333145
IMMACULATE CONCEPTION CHAPEL;15 KONLEY DRIVE, Kalispell, Montana 55901;48.205215;-114.354636
LOVE & FAITH FELLOWSHIP;3185 HIGHWAY 35, Kalispell, Montana 55901;48.225757;-114.177924
MOUNTAIN VIEW LUTHERAN CHURCH;603 S MAIN STREET, Kalispell, Montana 55901;48.19277;-114.31115
NEW LIFE MINISTRIES;221 MAIN STREET, Kalispell, Montana 55901;48.1963;-114.312429
NEW LIFE PENTECOSTAL CHURCH OF GOD;2688 FOOTHILL ROAD, Kalispell, Montana 55901;48.19017;-114.061655
RISEN CHRIST PARISH;65 WEST EVERGREEN DRIVE, Kalispell, Montana 55901;48.22582;-114.28165
RIVERSIDE VINEYARD CHURCH;859 WEST RESERVE DRIVE, Kalispell, Montana 55901;48.24123;-114.3275
SALVATION ARMY;110 BOUNTIFUL DRIVE, Kalispell, Montana 55901;48.21205;-114.322472
SALVATION ARMY;411 1ST AVENUE WEST, Kalispell, Montana 55901;48.194355;-114.313423
SALVATION ARMY;2303 HIGHWAY 2 EAST, Kalispell, Montana 55901;48.22932;-114.27535
STILLWATER FREE LUTHERAN CHURCH;1401 CHURCH DRIVE, Kalispell, Montana 55901;48.28432;-114.39656
TRINITY EVANGELICAL CHURCH;400 WEST CALIFORNIA STREET, Kalispell, Montana 55901;48.20364;-114.32286
VALLEY COMMUNITY CHURCH OF GOD;2149 US HIGHWAY 2 EAST, Kalispell, Montana 55901;48.222105;-114.275129
WORD OF LIFE FELLOWSHIP;465 ASH ROAD, Kalispell, Montana 55901;48.23738;-114.273045
WORLDWIDE CHURCH OF GOD;PO BOX 1235, Kalispell, Montana 55901;48.202811;-114.330884
ABSAROKEE EVANGELICAL CHURCH;PO BOX 504, Absarokee, Montana 59001;45.521062;-109.442559
BEARTOOTH BAPTIST CHURCH;10 NORTH WOODARD AVENUE, Absarokee, Montana 59001;45.52063;-109.44242
COMMUNITY CONGREGATIONAL UCC;101 WOODARD AVENUE, Absarokee, Montana 59001;45.51869;-109.443695
GRACE FELLOWSHIP FOURSQUARE CHURCH;, Absarokee, Montana 59001;45.521062;-109.442559
IMMANUEL LUTHERAN CHURCH;225 SOUTH MONTANA, Absarokee, Montana 59001;45.51594;-109.4447
SAINT MICHAEL'S CATHOLIC CHURCH;WOODFORD STREET, Absarokee, Montana 59001;45.521062;-109.442559
SAINT PAUL'S OF THE STILLWATER;11 WOODARD STREET, Absarokee, Montana 59001;45.51996;-109.44274
ASHLAND CHRISTIAN FELLOWSHIP;%Douglas Bishop, PO Box 187, ASHLAND, Montana 59003;45.594444;-106.270848
ASHLAND UNITED METHODIST CHURCH;Po Box 644, ASHLAND, Montana 59003;45.594444;-106.270848
ST. LABRE;P.O. Box 228, ASHLAND, Montana 59003;45.594444;-106.270848
SAINT CYRIL AND METHODIUS CHURCH;, Ballantine, Montana 59006;45.948851;-108.14512
UNITED CHURCH OF CHRIST;2479 SOUTH 27TH ROAD, Ballantine, Montana 59006;45.96507;-108.03571
ARLINGTON COMMUNITY CHURCH;355 NORTH 4TH, Arlington, Nebraska 68002;41.453485;-96.352755
Blair UCC Church;615 N 8th St, Arlington, Nebraska 68002;41.45669;-96.35817
SAINT PAUL'S LUTHERAN CHURCH;RURAL ROUTE 1, Arlington, Nebraska 68002;41.452497;-96.351133
AMERICAN LUTHERAN CHURCH;1941 SILVER STREET, Ashland, Nebraska 68003;41.03885;-96.375347
ASHLAND BAPTIST CHURCH;552 1/2 ASHLAND ROAD, Ashland, Nebraska 68003;41.04521;-96.39894
Ashland Baptist Church;552 Ashland Rd, Ashland, Nebraska 68003;41.04585;-96.39723
ASHLAND UNITED METHODIST CHURCH;1442 ADAMS STREET, Ashland, Nebraska 68003;41.04031;-96.369197
CONGREGATIONAL CHURCH;1542 BOYD STREET, Ashland, Nebraska 68003;41.041345;-96.37048
FIRST CHRISTIAN CHURCH DOC;1702 BOYD STREET, Ashland, Nebraska 68003-1749;41.041375;-96.37237
RIVERVIEW COMMUNITY CHURCH;P.O. BOX 182, Ashland, Nebraska 68003;41.039171;-96.368392
SAINT MARY CHURCH;1625 ADAMS STREET, Ashland, Nebraska 68003;41.039805;-96.37166
ST. JOSEPH;1625 Adams St., ASHLAND, Nebraska 68003;41.039805;-96.37166
AMERICAN LUTHERAN CHURCH;1941 SILVER STREET, Ashland, Nebraska 68003;41.03885;-96.375347
ASHLAND BAPTIST CHURCH;552 1/2 ASHLAND ROAD, Ashland, Nebraska 68003;41.04521;-96.39894
Ashland Baptist Church;552 Ashland Rd, Ashland, Nebraska 68003;41.04585;-96.39723
ASHLAND UNITED METHODIST CHURCH;1442 ADAMS STREET, Ashland, Nebraska 68003;41.04031;-96.369197
CONGREGATIONAL CHURCH;1542 BOYD STREET, Ashland, Nebraska 68003;41.041345;-96.37048
FIRST CHRISTIAN CHURCH DOC;1702 BOYD STREET, Ashland, Nebraska 68003-1749;41.041375;-96.37237
RIVERVIEW COMMUNITY CHURCH;P.O. BOX 182, Ashland, Nebraska 68003;41.039171;-96.368392
SAINT MARY CHURCH;1625 ADAMS STREET, Ashland, Nebraska 68003;41.039805;-96.37166
ST. JOSEPH;1625 Adams St., ASHLAND, Nebraska 68003;41.039805;-96.37166
PRESBYTERIAN CHURCH;202 WEST POPLAR, Bancroft, Nebraska 68004;42.01261;-96.57461
SAINT PAUL'S LUTHERAN CHURCH;501 PARK ROAD, Bancroft, Nebraska 68004;42.0113;-96.57436
ZION LUTHERAN CHURCH PARSONAGE;1710 20TH ROAD, Bancroft, Nebraska 68004;41.97785;-96.65096
ANDERSON GROVE PRESBYTERIAN CHURCH;12005 S 36th St, BELLEVUE, Nebraska 68005;41.129395;-95.966075
Avery Presbyterian Church;1910 Avery Road East, Bellevue, Nebraska 68005;41.165495;-95.920465
AVERY PRESBYTERIAN CHURCH;1910 EAST AVERY ROAD, Bellevue, Nebraska 68005;41.16511;-95.91992
BELLEVUE CHRISTIAN CHURCH;2409 JACKSON STREET, Bellevue, Nebraska 68005;41.13362;-95.89995
BIBLE TRUTH MINISTRIES;2402 FRANKLIN STREET, Bellevue, Nebraska 68005;41.134155;-95.894083
CALVARY CHAPEL OMAHA;508 W. 24th Avenue, BELLEVUE, Nebraska 68005;41.13477;-95.899945
CHURCH OF CHRIST OF BELLEVUE;2311 MADISON STREET, Bellevue, Nebraska 68005;41.134735;-95.898775
CHURCH OF HOLY SPIRIT;1305 THOMAS DRIVE, Bellevue, Nebraska 68005;41.147405;-95.924405
FIRST BAPTIST CHURCH OF BELLEVUE;206 EAST 23RD AVENUE, Bellevue, Nebraska 68005;41.13549;-95.89132
FIRST BAPTIST CHURCH OF BELLEVUE;112 EAST 23RD AVENUE, Bellevue, Nebraska 68005;41.135725;-95.892925
FIRST PRESBYTERIAN CHURCH;1220 Bellevue Blvd S, BELLEVUE, Nebraska 68005;41.147945;-95.897545
FIRST PRESBYTERIAN CHURCH;1220 BELLEVUE BOULEVARD SOUTH, BELLEVUE, Nebraska 68005;41.147945;-95.897545
FREE METHODIST CHURCH;2902 HANCOCK STREET, # 71, Bellevue, Nebraska 68005;41.12368;-95.89678
HEARTLAND BAPTIST CHURCH;312 WEST 20TH AVENUE, Bellevue, Nebraska 68005;41.139955;-95.897405
IMMANUEL LUTHERAN CHURCH;104 NORTH GALVIN ROAD, Bellevue, Nebraska 68005;41.16185;-95.92181
KOINONIA HOUSE OF WORSHIP;1000 GALVIN ROAD BELLEVUE UNIVERSITY, Bellevue, Nebraska 68005;41.15142;-95.91784
Life Spring Church;13904 S 36TH STREET, Bellevue, Nebraska 68005;41.10461;-95.96977
MOUNT CARMEL BAPTIST CHURCH;2706 VICTORIA AVENUE, Bellevue, Nebraska 68005;41.14794;-95.929643
NEW LIFE BAPTIST CHURCH;801 KAYLEEN DRIVE, Bellevue, Nebraska 68005;41.153205;-95.914175
PILGRIM LUTHERAN CHURCH;2311 FAIRVIEW ROAD, Bellevue, Nebraska 68005;41.102575;-95.945995
ST JAMES UNITED METHODIST CHURCH EAST AND WEST;1501 Franklin St, BELLEVUE, Nebraska 68005;41.14444;-95.893167
ST. MARY;811 West 23rd. Ave., BELLEVUE, Nebraska 68005;41.135175;-95.903905
CHRISTIAN BIBLE CHURCH;10 DANIELLE, Alamo, Nevada 89001;37.3598;-115.1655
LDS CHURCH;NORTH BROADWAY, Alamo, Nevada 89001;37.364961;-115.164461
BEATTY BAPTIST CHURCH;HIGHWAY 374, Beatty, Nevada 89003;36.90459;-116.76888
BEATTY COMMUNITY CHURCH;KNIGHT AVENUE & WATSON, Beatty, Nevada 89003;36.908422;-116.759275
CHURCH OF JESUS CHRIST OF LDS;, Beatty, Nevada 89003;36.908422;-116.759275
BLUE DIAMOND FOURSQUARE CHURCH - BLUE DIAMOND FOURSQUARE CHURCH;7 DIAMOND STREET, BLUE DIAMOND, Nevada 89004;36.04743;-115.40656
BETHANY BAPTIST CHURCH;210 WYOMING STREET, Boulder City, Nevada 89005;35.97811;-114.82385
BOULDER CITY FOURSQUARE CHURCH - CHRISTIAN CENTER;571 Adams Blvd, BOULDER CITY, Nevada 89005;35.96871;-114.82574
BOULDER CITY SEVENTH-DAY ADVENTIST CHURCH;591 ADAMS BOULEVARD SOUTH, Boulder City, Nevada 89005;35.96874;-114.826695
CALVARY CHAPEL BOULDER CITY;1000 Nevada Way, Ste. 207, BOULDER CITY, Nevada 89005;35.974925;-114.844034
CHRIST LUTHERAN CHURCH;1401 5TH STREET, Boulder City, Nevada 89005;35.97297;-114.83762
CHRISTIAN SCIENCE CHURCH;1419 5TH STREET, Boulder City, Nevada 89005;35.97291;-114.83844
CHURCH OF CHRIST;845 COTTONWOOD STREET, Boulder City, Nevada 89005;35.97628;-114.83716
CHURCH OF THE HARVEST;1000 NEVADA HIGHWAY, Boulder City, Nevada 89005;36.01957;-114.95794
FIRST BAPTIST CHURCH;850 AVENUE B, Boulder City, Nevada 89005;35.97252;-114.83768
GRACE COMMUNITY CHURCH;1150 WYOMING STREET, Boulder City, Nevada 89005;35.977275;-114.835195
rockwell vieger;72 cushing ln, boulder city, Nevada 89005;35.978764;-114.833774
SAINT ANDREWS CATHOLIC CHURCH;1399 SAN FELIPE DRIVE, Boulder City, Nevada 89005;35.96772;-114.826415
SAINT CHRISTOPHER'S EPISCOPAL CHURCH;812 ARIZONA AVENUE, Boulder City, Nevada 89005;35.97865;-114.83243
BOULDER CITY UNITED METHODIST CHURCH;Po Box 61075, BOULDER CITY, Nevada 89006;35.979371;-114.835579
FIRST CONGREGATONAL CHURCH;10 UNION STREET, MILFORD NH, Millford, New Hampshire 03055-0188;42.834035;-71.65096
Manchester Church of God;230 Mooresville Road, Manchester, New Hampshire 03103;42.96279;-71.42146
Church of Jesus Christ of Latter-Day Saints;105 Windsong Ave, Manchester, New Hampshire 03104-4123;43.00671;-71.41948
FIRST CHURCH OF CHRIST SCIENTIST;22 Harrison Street, Manchester, New Hampshire 03104;42.99904;-71.4626
Church of Jesus Christ of Latter-Day Saints;105 Windsong Ave, Manchester, New Hampshire 03104-4123;43.00671;-71.41948
FIRST CHURCH OF CHRIST SCIENTIST;22 Harrison Street, Manchester, New Hampshire 03104;42.99904;-71.4626
SOUTH DANBURY CHRISTIAN CHURCH;1411 Us Route 4, Danbury, New Hampshire 03230;43.48215;-71.88609
GRANTWOOD CONGREGATIONAL CHURCH;264 COLUMBIA AVENUE, Cliffside Park, New Jersey 07010-2404;40.826375;-73.986594
MOUNT ZION AME;54 CHURCH STREET, Millburn, New Jersey 07041-1329;40.72126;-74.31078
SAINT STEPHEN'S CHURCH;119 MAIN STREET, Millburn, New Jersey 07041-1115;40.72123;-74.30753
MOUNT ZION AME;54 CHURCH STREET, Millburn, New Jersey 07041-1329;40.72126;-74.31078
SAINT STEPHEN'S CHURCH;119 MAIN STREET, Millburn, New Jersey 07041-1115;40.72123;-74.30753
PLEASANTDALE PRESBYTERIAN CHURCH;471 PLEASANT VALLEY WAY, West Orange, New Jersey 07052-2801;40.809905;-74.26118
Church of Jesus Christ of Latter-Day Saints;140 WHITE OAK RIDGE RD, Short Hills, New Jersey 07078-1820;40.73444;-74.34352
ABUNDANT LIFE CHRISTIAN CENTER;105 AVENIDA DEL FUEGO AVENUE, Belen, New Mexico 87002;34.64987;-106.73248
BELEN CHRISTIAN CHURCH;10 GOLF ROAD, Belen, New Mexico 87002;34.69075;-106.76466
BELEN MENNONITE CHURCH;862 RIO COMMUNITIES BOULEVARD, Belen, New Mexico 87002;34.621835;-106.708095
