name,denom,addr,state,lat,lon
Butte Bible Fellowship,Non-Denominational,2255 Pillsbury Rd Chico,CA,39.75764,-121.8488
Calvary Chapel Chico,Calvary Chapel,1888 Springfield Dr Chico,CA,39.73039,-121.8064
Chico Gospel Hall,Non-Denominational,2045 Magnolia Ave Chico,CA,39.7471,-121.8549
Chico Trinity United Methodist Church,United Methodist,285 E 5th St Chico,CA,39.72911,-121.8362
Church Of Christ,Church of Christ,2002 Laburnum Ave Chico,CA,39.74906,-121.849
Church On the Esplanade,Southern Baptist Convention,1119 Esplanade Chico,CA,39.73786,-121.8463
Community Church Of God,Church of God,1095 East Ave Chico,CA,39.76055,-121.8345
Congregational Church Of Chico,Congregational,1600 Mangrove Ave Ste 180 Chico,CA,39.74638,-121.8409
Evangelical Free Church of Chico,Evangelical Free Church,1193 Filbert Ave Chico,CA,39.74351,-121.8226
Faith Lutheran Church,Evangelical Lutheran in America,667 E 1st Ave Chico,CA,39.74149,-121.8363
First Assembly of God,Assemblies of God,1137 Arbutus Ave Chico,CA,39.74346,-121.8376
First Baptist Church,American Baptist,850 Palmetto Ave Chico,CA,39.7413,-121.8328
First Christian Church,Disciples of Christ,295 E Washington Ave Chico,CA,39.73753,-121.8409
First Church Of The Nazarene,Church of the Nazarene,1184 East Ave Chico,CA,39.76206,-121.831
Grace Brethren Church,Brethren,355 Panama Ave Chico,CA,39.76035,-121.8579
Grace Community Church,Community,2346 Floral Ave Chico,CA,39.75868,-121.8287
Landmark Missionary Baptist Church,Baptist,2626 Cohasset Rd Chico,CA,39.76428,-121.8432
Matthew's Cafe Coffee House,Evangelical Free Church,1382 Arlington Dr Chico,CA,39.75628,-121.8212
Neighborhood Church Of Chico,Non-Denominational,2801 Notre Dame Blvd Chico,CA,39.70795,-121.7921
North Chico Congregational Church,Congregational,1377 Eaton Rd Chico,CA,39.77544,-121.8448
Orchard Church,Non-Denominational,818 Salem St Chico,CA,39.7246,-121.8374
Our Divine Savior Parish,Roman Catholic,566 E Lassen Ave Chico,CA,39.76645,-121.8588
Pentecostal Church Of God,Church of God,875 Virginia St Chico,CA,39.72838,-121.8193
Pleasant Valley Assembly Of God,Assemblies of God,3015 Cohasset Rd Chico,CA,39.77049,-121.8448
Pleasant Valley Baptist Church,Baptist,13539 Garner Ln Chico,CA,39.79355,-121.8934
Redeemer Evangelical Lutheran Church,Lutheran Church of Missouri Synod,750 Moss Ave Chico,CA,39.74716,-121.8202
Second Baptist Church,Southern Baptist Convention,1053 Ohio St Chico,CA,39.73254,-121.8166
South Chico Congregational Church,Congregational,10 Honey Run Rd Chico,CA,39.7113,-121.7734
Springs Of Living Water,Non-Denominational,15850 Richardson Springs Rd Chico,CA,39.83992,-121.7802
SS Cyril and Methodius Mission,Orthodox,2956 Cohasset Rd Chico,CA,39.76981,-121.8432
St Augustine of Canterbury,Anglican,228 Salem St Chico,CA,39.72851,-121.842
St John The Baptist Parish,Roman Catholic,435 Chestnut St Chico,CA,39.72615,-121.8418
United Pentecostal Church,Pentecostal,3870 Morrow Ln Chico,CA,39.71238,-121.7903
Well Ministry Of Rescue,Non-Denominational,2612 Esplanade Chico,CA,39.75881,-121.8627
Chico First Assembly,Assemblies of God,1137 Arbutus Ave 1377 Arbutus Ave Chico,CA,39.74235,-121.8367
LIFE CHURCH,Foursquare Gospel,1492 East Ave Chico,CA,39.76211,-121.817
Rock of Life Fellowship,"Church of God (Cleveland, TN)",2555 Dominic Dr. Chico,CA,39.71276,-121.7878
Calvary Community Church,Southern Baptist Convention,1301 Broadway St Chico,CA,39.72171,-121.8312
Chico Community Church,Southern Baptist Convention,2090 Amanda Way Chico,CA,39.73354,-121.7985
Faith Temple Church Of God,Church of God,1335 Davis St Chico,CA,39.7294,-121.8221
St John the Evangelist Episcopal Church,Episcopal,2341 Floral Ave Chico,CA,39.76022,-121.8306
Thomas Aquinas Newman Center,Catholic,346 Cherry St Chico,CA,39.72481,-121.8462
Truth Tabernacle United Pentecostal Church,Pentecostal,3870 Morrow Ln Chico,CA,39.71238,-121.7903
Asian Bible Church,Southern Baptist Convention,2775 Nord Ave Chico,CA,39.74816,-121.8866
King Of Kings Church,Non-Denominational,371 E 5Th Ave Chico,CA,39.74367,-121.8446
Loving Arms Ministries,Non-Denominational,2260 Saint George Ln Chico,CA,39.75586,-121.8461
Maranatha Baptist Church,Baptist,27 Parkhurst St Chico,CA,39.72561,-121.7931
New Song Fellowship,Non-Denominational,1601 Hemlock St Chico,CA,39.72319,-121.8253
Valley Community Church,Community,1430 East Ave Chico,CA,39.76156,-121.8193
Calvary Chapel Chinese Fellowship,Calvary Chapel,3945 Schaefer Ave Chino,CA,34.00355,-117.7183
Calvary Chapel Chino Hills,Calvary Chapel,4201 Eucalyptus Ave Chino,CA,33.98924,-117.7126
Calvary Chapel Chino Valley,Calvary Chapel,12205 Pipeline Ave Chino,CA,34.03209,-117.7147
Chino United Methodist Church,United Methodist,5201 Riverside Dr Chino,CA,34.01881,-117.6915
Christ Lutheran Church,Evangelical Lutheran in America,5500 Francis Ave Chino,CA,34.04197,-117.6869
Church Of Christ,Church of Christ,11940 Telephone Ave Chino,CA,34.03645,-117.6945
Cornerstone Community Church,Community,13000 Pipeline Ave Chino,CA,34.01663,-117.7166
Crosspoint Church,Christian Reformed Church in North America,6950 Edison Ave Chino,CA,33.99956,-117.6526
Crosspoint Church,Reformed,6950 Edison Ave Chino,CA,33.99956,-117.6526
First United Reformed Church,Reformed,6159 Riverside Dr Chino,CA,34.01912,-117.6699
Fortress Community Church,Non-Denominational,13201 Central Avenue Carolyn Owens Community Center Chino,CA,34.01336,-117.6901
Immanuel Lutheran Church,Lutheran Church of Missouri Synod,5648 Jefferson Ave Chino,CA,34.02532,-117.6839
Inland Hills Church,Non-Denominational,14670 Ramona Ave Chino,CA,33.98731,-117.7119
Lifesong Community Church,Evangelical Free Church,5171 Edison Ave Ste F Chino,CA,33.99617,-117.692
Living Waters Of Chino,Pentecostal,6010 Walnut Ave Chino,CA,34.02739,-117.6736
Living Word Assembly of God,Assemblies of God,11887 Telephone Ave Chino,CA,34.03741,-117.6927
New Hope Christian Fellowship,Methodist,13333 Ramona Ave Chino,CA,34.0112,-117.7055
Our Lady of Guadalupe Parish,Roman Catholic,5048 D St Chino,CA,34.01375,-117.6949
Park Christian Fellowship,American Baptist,5559 Park Pl Chino,CA,34.02034,-117.6835
Portuguese Speaking SDA Church,Seventh Day Adventist,12791 Yorba Ave Chino,CA,34.02103,-117.7016
St Margaret Mary Life Teen,Roman Catholic,12686 Central Ave Chino,CA,34.02275,-117.6899
Valley Christian Church,Restorationist,12410 Norton Ave Chino,CA,34.02873,-117.7123
Chino Seventh-day Adventist Fellowship,Seventh Day Adventist,4136 Riverside Dr. Chino,CA,34.01989,-117.7149
New Community Church,Brethren,13000 Pipeline Ave. Chino,CA,34.01663,-117.7166
Regency Chino Valley Church,Other Christian,13721 Roswell Ave Suites D E & F Chino,CA,34.00376,-117.7218
Upward Call Church,Other Christian,5443 B St. Chino,CA,34.01726,-117.6855
Chino 2 Foursquare Church,Foursquare Gospel,6251 Schaefer Ave Ste J Chino,CA,34.00431,-117.6686
Chino Foursquare Church,Foursquare Gospel,13050 6th St Chino,CA,34.0163,-117.6922
Chino Free Methodist Church Spanish,Free Methodist Church of North America,13050 2nd St Chino,CA,34.01614,-117.6972
Chino Spanish SDA Church,Seventh Day Adventist,10441 Campbell Ave Riverside,CA,33.93616,-117.4833
Hanaro Church,Southern Baptist Convention,12945 Hillcrest Dr Chino,CA,34.01814,-117.736
Mosaic Inland Church,Southern Baptist Convention,7107 Hollywood Blvd Los Angeles,CA,34.10218,-118.346
Portuguese Speaking Seventh-Day Adventist Church,Seventh Day Adventist,12791 Yorba Ave Chino,CA,34.02103,-117.7016
Chino - la Hispanic,Church of God (Pentecostal),13102 6th St Chino,CA,34.01528,-117.6922
Fellowship of Christ Baptist Church,Southern Baptist Convention,11548 Pipeline Ave Chino,CA,34.04384,-117.7168
Joy Partners,Non-Denominational,13771 Roswell Ave Chino,CA,34.00302,-117.7217
Living Word Community Christian Fellowship,Southern Baptist Convention,13831 Roswell Ave Chino,CA,34.00184,-117.7216
Pilipino Community Church,Southern Baptist Convention,5885 Schaefer Ave Chino,CA,34.00386,-117.6766
Saint Margaret Mary Religious Education,Catholic,12664 Central Ave Chino,CA,34.02327,-117.6895
Chowchilla First Assembly Of God,Assemblies of God,317 Orange Ave Chowchilla,CA,37.11993,-120.2595
Chowchilla New Life Church,Non-Denominational,520 Colusa Ave Chowchilla,CA,37.1168,-120.2592
Chowchilla SDA Church,Seventh Day Adventist,22310 Road 13 Chowchilla,CA,37.07303,-120.3113
Church Of Christ,Church of Christ,701 Trinity Ave Chowchilla,CA,37.11827,-120.2634
Church Of The Free Will Baptist,Baptist,1529 Truman Dr Chowchilla,CA,37.10912,-120.2672
Cornerstone Community Church Chowchilla,Reformed,208 Fig Tree Rd Chowchilla,CA,37.12581,-120.2415
Crossroads Community Church,Community,717 Robertson Blvd Chowchilla,CA,37.11868,-120.2647
First Southern Baptist Church,Southern Baptist Convention,435 N 10th St Chowchilla,CA,37.11995,-120.2705
Galilee Missionary Baptist Church,Baptist,22491 Fairmead Blvd Chowchilla,CA,37.07586,-120.1964
Grace Community Church,Southern Baptist Convention,240 Robertson Blvd Chowchilla,CA,37.12884,-120.2556
Valley Harvest Church,Baptist,717 Robertson Blvd. Chowchilla,CA,37.11868,-120.2647
Robertson Boulevard Assembly of God,Assemblies of God,1504 Robertson Blvd Chowchilla,CA,37.11327,-120.2725
Shepherds Temple Church Of God In Christ,Church of God in Christ,805 Humboldt Ave Chowchilla,CA,37.11609,-120.263
St Columba Parish,Roman Catholic,213 Orange Ave Chowchilla,CA,37.12082,-120.2584
Iglesia Emmanuel,Non-Denominational,607 Trinity Ave Chowchilla,CA,37.11879,-120.2627
Lighthouse Church Of God,Church of God,1300 Orange Ave Chowchilla,CA,37.11395,-120.2681
Lirios de Los Valles,Church of God (Pentecostal),260 N 6th St Chowchilla,CA,37.12153,-120.2649
Pentecostal Church Of God,Church of God,238 Kings Ave Chowchilla,CA,37.12331,-120.2619
Abundant Life Praise Center,Non-Denominational,720 Robertson Blvd Chowchilla,CA,37.11905,-120.2655
Alamo Assembly of God,Assemblies of God,23274 Road 6 Chowchilla,CA,37.08685,-120.4374
Chowchilla United Methodist Church,United Methodist,240 N 6th St Chowchilla,CA,37.12129,-120.265
The Full Gospel Truth Church,Full Gospel,1020 Robertson Blvd Chowchilla,CA,37.11712,-120.2679
Trinity Lutheran Church,Lutheran,821 Trinity Ave Chowchilla,CA,37.1172,-120.2648
United Pentecostal Church,Pentecostal,47 Trinity Ave Chowchilla,CA,37.12268,-120.2578
Claremont Presbyterian Church,Presbyterian,1111 N Mountain Ave Claremont,CA,34.10463,-117.73
Claremont United Church Of Christ,United Church of Christ,233 Harrison Ave Claremont,CA,34.09912,-117.7173
Claremont United Methodist Church,United Methodist,211 W Foothill Blvd Claremont,CA,34.10889,-117.7181
Crestview Baptist Church,Baptist,4552 N Towne Ave Claremont,CA,34.12468,-117.736
First Church Of Christ,Church of Christ,701 Harrison Ave Claremont,CA,34.0991,-117.7261
Good Shepherd Lutheran Church,Evangelical Lutheran in America,1700 N Towne Ave Claremont,CA,34.11476,-117.736
Our Lady of The Assumption Parish,Roman Catholic,435 Berkeley Ave Claremont,CA,34.09772,-117.7233
Saint Ambrose Episcopal Church,Episcopal,830 W Bonita Ave Claremont,CA,34.09555,-117.7297
Saint Luke Lutheran Church,Lutheran Church of Missouri Synod,2050 N Indian Hill Blvd Claremont,CA,34.121,-117.7194
North Hills SDA  Church,Other Christian,1717 N Mountain Ave. Claremont,CA,34.1158,-117.7297
Oak Park Community Church of God,"Church of God (Anderson, IN)",616 S Sycamore Ave Claremont,CA,34.08454,-117.7101
Calvary Chapel Claremont,Calvary Chapel,415 W Foothill Blvd Ste 109 Claremont,CA,34.10813,-117.7211
North Hills SDA Church,Seventh Day Adventist,1717 N Mountain Ave Claremont,CA,34.1158,-117.7297
Saint Ambrose Parish,Episcopal,830 W Bonita Ave Claremont,CA,34.09555,-117.7297
Church for the Nations,Southern Baptist Convention,425 Carleton Ave Claremont,CA,34.08828,-117.7271
Claremont Chinese BC,Southern Baptist Convention,1364 N Towne Ave Claremont,CA,34.10853,-117.7358
Claremont Foursquare Church,Foursquare Gospel,1035 Harrison Ave Claremont,CA,34.09992,-117.7356
Native American Fellowship United Methodist Church,United Methodist,1325 N College Ave Claremont,CA,34.1086,-117.7163
New Beginnings Community Church,Southern Baptist Convention,1036 N Towne Ave Claremont,CA,34.10091,-117.7367
Powerpoint Baptist Church,Southern Baptist Convention,415 W Foothill Blvd Ste 353 Claremont,CA,34.10813,-117.7211
First Baptist Church,American Baptist,472 N Mountain Ave Claremont,CA,34.09784,-117.729
New Life Community Church,Community,1580 N Claremont Blvd Claremont,CA,34.11179,-117.7003
St Joseph Parish,Roman Catholic,32890 S River Rd Clarksburg,CA,38.46043,-121.5055
Clayton Community Church,Evangelical Presbyterian,6055 Main St Clayton,CA,37.94147,-121.9357
Clayton Valley Presbyterian Church,Presbyterian,1578 Kirker Pass Rd Concord,CA,37.95446,-121.9526
St John's Parish,Episcopal,5555 Clayton Rd Clayton,CA,37.94964,-121.9515
Calvary Chapel Clearlake,Calvary Chapel,14330 Memory Ln Clearlake,CA,38.96256,-122.6451
Clearlake Church Of God,Church of God,14903 Lakeshore Dr Clearlake,CA,38.94966,-122.6333
First Baptist Church,Southern Baptist Convention,14500 Pearl Ave Clearlake,CA,38.95372,-122.6417
Neighborhood Christian Fellows,International Pentecostal Holiness,14660 Olympic Dr Clearlake,CA,38.96253,-122.6372
Praises Of Zion Baptist Church,American Baptist,3890 Emile Ave Clearlake,CA,38.95547,-122.6138
Queen Of Peace Church,Catholic,14435 Uhl Ave Clearlake,CA,38.95526,-122.6422
Saint John Lutheran Church,Lutheran Church of Missouri Synod,14310 Memory Ln Clearlake,CA,38.96223,-122.644
Village Baptist Church,Southern Baptist Convention,6201 Bay St Clearlake,CA,38.93728,-122.6325
Calvary Baptist Church,Baptist,6201 Bay St Clearlake,CA,38.93728,-122.6325
Centro de Adoracion,Southern Baptist Convention,14110 Austin Rd Clearlake,CA,38.95907,-122.6481
Clearlake Community United Methodist Church,United Methodist,14521 Pearl Ave Clearlake,CA,38.95358,-122.6419
Clearlake SDA Church,Seventh Day Adventist,14490 Uhl Ave Clearlake,CA,38.95585,-122.6412
Saint Center Church Of God In Christ,Interdenominational,3407 3Rd St Clearlake,CA,38.97328,-122.6565
Hilltop Apostolic Community Church,Community,4274 Old Highway 53 Clearlake,CA,38.95237,-122.6311
First Baptist Church,Southern Baptist Convention,450 S Franklin St Cloverdale,CA,38.79872,-123.0189
Grace Lutheran Church,Lutheran Church of Missouri Synod,890 N Cloverdale Blvd Cloverdale,CA,38.81551,-123.0228
Parkside Christian Chapel,Assemblies of God,553 W 2nd St Cloverdale,CA,38.80347,-123.025
United Church Of Cloverdale,Non-Denominational,439 N Cloverdale Blvd Cloverdale,CA,38.81006,-123.0211
Our Lady Of Mt Carmel,Roman Catholic,26300 Old Redwood Hwy Cloverdale,CA,38.77606,-123.0162
Cloverdale Christian Fellowship,Southern Baptist Convention,76 Tarman Dr Cloverdale,CA,38.79399,-123.0166
Cloverdale Neighborhood Church,Non-Denominational,28 Tarman Dr Cloverdale,CA,38.79619,-123.0174
Cloverdale SDA Church,Seventh Day Adventist,1085 S Cloverdale Blvd Cloverdale,CA,38.78658,-123.0154
Faith Walk,Southern Baptist Convention,452 Silva St Cloverdale,CA,38.80827,-123.0252
Apostolic Assembly Of Faith,Apostolic,111 5th St Clovis,CA,36.82423,-119.7081
Calvary Chapel of Clovis,Calvary Chapel,850 4th St Clovis,CA,36.82493,-119.6981
Central Baptist Church,Baptist Bible Fellowship International,298 Bullard Ave Clovis,CA,36.82267,-119.7063
Chinese Gospel Church Of Fresno,Full Gospel,2145 E Teague Ave Fresno,CA,36.85923,-119.7447
Church of Christ,Church of Christ,2123 Bullard Ave Clovis,CA,36.82412,-119.674
Church Of God Of Prophecy,Church of God of Prophecy,201 Woodworth Ave Clovis,CA,36.82768,-119.703
Clovis Evangelical Free Church,Evangelical,2377 Armstrong Ave Clovis,CA,36.80525,-119.6714
Clovis Foursquare Church,Foursquare Gospel,135 Osmun Ave Clovis,CA,36.82871,-119.6974
Clovis Memorial United Methodist Church,United Methodist,1726 Pollasky Ave Clovis,CA,36.81073,-119.703
Clovis Tabernacle,Non-Denominational,1562 5th St Clovis,CA,36.82377,-119.6874
College Community Church,Community,2529 Willow Ave Clovis,CA,36.80358,-119.7266
Eastside Church,Converge Worldwide (Baptist General Conference),825 W Ashlan Ave Clovis,CA,36.79467,-119.7284
Emmanuel Lutheran Church,Lutheran Church of Missouri Synod,785 N Fowler Ave Clovis,CA,36.84705,-119.6829
First Assembly of God,Assemblies of God,1185 Sunnyside Ave Clovis,CA,36.81607,-119.69
First Baptist Church Of Clovis,Baptist,2080 Tollhouse Rd Clovis,CA,36.83445,-119.6762
First Free Will Baptist Church of Clovis,National Association of Free Will Baptists,135 N Peach Ave Clovis,CA,36.83263,-119.7174
Fresno Korean SDA Group,Seventh Day Adventist,2370 Helm Ave Clovis,CA,36.80535,-119.7234
Grace Baptist Church,Baptist Bible Fellowship International,345 Dewitt Ave Clovis,CA,36.82593,-119.7043
Johrei Fellowship,Non-Denominational,440 W Holland Ave Clovis,CA,36.79734,-119.7188
New Harvest Church,Converge Worldwide (Baptist General Conference),698 N Minnewawa Ave Clovis,CA,36.84257,-119.7131
New Hope Community Church,Community,4620 E Nees Ave Clovis,CA,36.85274,-119.7
Northside Christian Church,Restorationist,2709 E Nees Ave Clovis,CA,36.85196,-119.6814
Oak Hills Church,Reformed,1273 N Armstrong Ave Clovis,CA,36.85263,-119.6745
Our Lady Of Perpetual Help Church,Catholic,929 Harvard Ave Clovis,CA,36.8187,-119.7056
Pentecostal Church Of God,Church of God,395 Peach Ave Clovis,CA,36.82545,-119.7167
Pentecostal Church Of God Headquarters,Church of God,610 Pico Ave Clovis,CA,36.80142,-119.7012
Salvation Army,Salvation Army,210 Barstow Ave Clovis,CA,36.81539,-119.7064
Sonrise Church,Baptist,3105 Locan Ave Clovis,CA,36.79576,-119.6538
St Peter Lutheran Church,Wisconsin Evangelical Lutheran Synod,2550 Gettysburg Ave Clovis,CA,36.80063,-119.6646
The Quest Church of the Assemblies of God,Assemblies of God,3643 E Ashlan Ave Fresno,CA,36.79498,-119.7637
Trinity Presbyterian Church,Presbyterian,12168 N Willow Ave Clovis,CA,36.91204,-119.7263
United Japanese Christian Church,United Methodist,136 N Villa Ave Clovis,CA,36.83295,-119.7148
Valley Bible Church,Bible,2501 Peach Ave Clovis,CA,36.80384,-119.7176
Valley Chinese Baptist Church,Southern Baptist Convention,1434 Bullard Ave Clovis,CA,36.8228,-119.6904
Valley Community Church Of God,Church of God,434 5th St Clovis,CA,36.82368,-119.7037
Grace Clovis Presbyterian Church,Presbyterian Church in America,1446 Tollhouse Rd Clovis,CA,36.82657,-119.6898
Mountain View Church,Other Christian,3600 North Fowler Ave. Fresno,CA,36.7887,-119.6819
New Joy Church,Assemblies of God,980 Gettysburg Ave Clovis,CA,36.80067,-119.6969
St. Peter Lutheran Church,Wisconsin Evangelical Lutheran Synod,2550 Gettysburg Avenue Clovis,CA,36.80063,-119.6646
Valley Springs Church,Other Christian,135 N Peach clovis,CA,36.83263,-119.7174
Clovis Missionary Baptist Church,American Baptist Association,854 N Fowler Ave Clovis,CA,36.84586,-119.6841
Faith Community Church,Community,430 Peach Ave Clovis,CA,36.8255,-119.7186
Network Fellowship,Southern Baptist Convention,2707 Purvis Ave Clovis,CA,36.81531,-119.6617
Central Valley Lutheran Ministry,Evangelical Lutheran in America,41071 Adobe Way Madera,CA,36.91058,-119.8017
Church Of The Resurrection,Episcopal,7695 E Alluvial Ave Clovis,CA,36.84253,-119.644
Clovis Church Of Christ,Church of Christ,375 N Argyle Ave Clovis,CA,36.83688,-119.6929
Clovis Community Church,Community,108 N Villa Ave Clovis,CA,36.83233,-119.7147
Clovis Hills Community Church,Community,200 W Bullard Ave Clovis,CA,36.8224,-119.7141
Convenant United Reformed Church,Calvinist,1201 Scott Ave Clovis,CA,36.81235,-119.6943
Fresno Free Methodist Church,Methodist,2324 Roberts Ave Clovis,CA,36.82097,-119.67
Iglesia Bautista del Sur,Southern Baptist Convention,1363 5th St Clovis,CA,36.82462,-119.6916
Mission Of Fresno,Non-Denominational,1735 Minnewawa Ave Clovis,CA,36.81059,-119.7088
New Song Christian Fellowship,Non-Denominational,264 N Manila Ave Clovis,CA,36.83509,-119.6954
Iglesia Bautista del Valle,Southern Baptist Convention,85246 Valley Rd Coachella,CA,33.66691,-116.1801
Our Lady of Soledad Parish,Roman Catholic,52525 Oasis Palms Ave Coachella,CA,33.66565,-116.1767
Pentecostal Church,Pentecostal,84542 Avenue 49 Coachella,CA,33.69321,-116.1894
Templo La Hermosa of the Assemblies of God of Coachella,Assemblies of God,1491 3rd St Coachella,CA,33.68069,-116.179
Iglesia Evangelica Libre de Coachella,Evangelical Free Church,1683 7th St Coachella,CA,33.67917,-116.1743
Apostolic Church,Apostolic,84947 Bagdad Ave Coachella,CA,33.67479,-116.183
The Promise Church,Assemblies of God,50365 Jalisco Ave Coachella,CA,33.68296,-116.1915
First Presbyterian Church,Presbyterian,475 Sunset St Coalinga,CA,36.14023,-120.3643
First Southern Baptist Church,Southern Baptist Convention,297 Washington St Coalinga,CA,36.14359,-120.3667
Light House,Non-Denominational,231 Walnut Ave Coalinga,CA,36.14941,-120.3518
Pleasant Valley Christian Center,Assemblies of God,160 E Birch Ave Coalinga,CA,36.14233,-120.3624
St Paul The Apostle Parish,Roman Catholic,637 Sunset St Coalinga,CA,36.14198,-120.3644
Church of the Nazarene,Nazarene,610 W. Washington Street Coalinga,CA,36.14409,-120.3719
Coalinga SDA Church,Seventh Day Adventist,540 Van Ness St Coalinga,CA,36.144,-120.3605
First Baptist Church,American Baptist,120 E Hawthorne St Coalinga,CA,36.13782,-120.3563
Our Savior Lutheran Church,Evangelical Lutheran in America,401 N Coalinga St Coalinga,CA,36.14047,-120.3688
Church Of Christ,Church of Christ,657 E Elm Ave Coalinga,CA,36.14642,-120.3548
Templo Jerusalem Asambleas de Dios,Assemblies of God,1100 Maple Rd Coalinga,CA,36.15039,-120.3527
Lighthouse Assembly of God,Assemblies of God,45543 Road 415 Coarsegold,CA,37.25874,-119.7172
Yosemite Lakes Community Chr,Non-Denominational,43840 Patrick Ave Coarsegold,CA,37.16394,-119.7518
Shepherd of the Sierra Lutheran Church,Lutheran Church of Missouri Synod,28420 Yosemite Springs Pkwy Ste E Coarsegold,CA,37.16067,-119.7485
Stoney Creek Baptist Church,Southern Baptist Convention,44936 Road 415 Coarsegold,CA,37.24854,-119.7282
Neighborhood Church,Christian and Missionary Alliance,10155 Cohasset Rd Cohasset,CA,39.9343,-121.728
Walker Baptist Church,Southern Baptist Convention,95 E Mill Creek Ln Coleville,CA,38.51452,-119.4711
Colfax Baptist Church,Southern Baptist Convention,55 School St Colfax,CA,39.10303,-120.9535
Colfax United Methodist Church,United Methodist,59 W Church St Colfax,CA,39.09998,-120.9555
Sierra Reach Ministries,Non-Denominational,18015 Applegate Rd Applegate,CA,39.00167,-120.9906
Colfax Assembly of God,Assemblies of God,252 Culver Street Colfax,CA,39.09799,-120.9561
Holy Angels Parish,Roman Catholic,107 San Pedro Rd Daly City,CA,37.68787,-122.4675
Church Of Christ,Church of Christ,501 E C St Colton,CA,34.07272,-117.3162
Church Of Christ Apostolic Faith Outreach Minstries,Church of Christ,1455 Rialto Ave Colton,CA,34.08439,-117.3175
Colton Church of Christ,Restorationist,905 E Olive St Colton,CA,34.07731,-117.3129
Colton Community Church,Evangelical Free Church,1301 N Rancho Ave Colton,CA,34.08174,-117.3353
Colton Foursquare Church,Foursquare Gospel,540 E H St Colton,CA,34.06665,-117.3172
Family Of God Church,Non-Denominational,760 Pennsylvania Ave Colton,CA,34.07355,-117.3271
Immaculate Conception Parish,Roman Catholic,1106 N La Cadena Dr Colton,CA,34.07701,-117.3222
Loma Linda Vietnamese Church,Seventh Day Adventist,711 W C St Colton,CA,34.07429,-117.3324
Saint John Lutheran Church,Lutheran Church of Missouri Synod,1505 Ford St Redlands,CA,34.03319,-117.1556
Sierra Vista Baptist Church,Southern Baptist Convention,2300 N Rancho Ave Colton,CA,34.09519,-117.333
St Mina Church,Coptic Orthodox,22700 Saint Minas Ct Colton,CA,34.01563,-117.2839
The Door Christian Fellowship,Non-Denominational,338 N La Cadena Dr Colton,CA,34.06831,-117.3239
United Methodist of Colton,United Methodist,625 W Laurel St Colton,CA,34.08175,-117.3305
Walk With Jesus Cathedral,Non-Denominational,820 Larch St Colton,CA,34.07347,-117.311
Apostolic Church,Apostolic,147 E L St Colton,CA,34.06343,-117.3243
Centerpoint Church,Non-Denominational,170 West F Street Colton,CA,34.06998,-117.3247
Colton SDA Church,Seventh Day Adventist,1291 N Rancho Ave Colton,CA,34.08105,-117.3357
First Assembly of God,Assemblies of God,450 W Citrus St Colton,CA,34.08432,-117.3276
Heart Of Compassion Church,Non-Denominational,1016 E Cooley Dr Ste F Colton,CA,34.0545,-117.31
Iinland Chrisitan Center Church,Non-Denominational,1401 S Mount Vernon Ave Colton,CA,34.04442,-117.3106
Inland Spanish SDA Church,Seventh Day Adventist,710 W Citrus St Colton,CA,34.08434,-117.3308
San Salvador Catholic Church,Catholic,Seventh & L Sts Colton,CA,34.08424,-117.3015
St Josephs and Immaculate Heart,Catholic,1090 W Laurel St Colton,CA,34.0739,-117.3137
Vineyard Christian Fellowship,Vineyard,785 Colton Ave Colton,CA,34.07308,-117.3155
Church Of God Of Prophecy,Church of God of Prophecy,295 S 9th St Colton,CA,34.0622,-117.324
Come As You Are Christian Fellowship,Non-Denominational,1014 E Cooley Dr Colton,CA,34.05451,-117.3095
First Presbyterian Church,Presbyterian,710 W C St Colton,CA,34.07355,-117.3332
Life Christian Fellowship of San Bernardino,American Baptist,1001 E Cooley Dr Ste 102 Colton,CA,34.05469,-117.3096
Rushing Wind,Southern Baptist Convention,497 N LA Cadena Dr Colton,CA,34.06929,-117.3239
Templo Fuente De Vida de las Asambleas de Dios,Assemblies of God,256 W Laurel St Colton,CA,34.08114,-117.3253
Ministerio Mision De Fe De Las Asambleas de Dios,Assemblies of God,1380 N. La Cadena Dr. Colton,CA,34.08295,-117.316
First Presbyterian Church,Presbyterian,11155 Jackson St Columbia,CA,38.03598,-120.4022
Our Lady Of Mt Carmel,Roman Catholic,115 Bradford St Sonora,CA,37.98383,-120.3848
Bethlehem Lutheran Church,Lutheran Church of Missouri Synod,720 Ware Ave Colusa,CA,39.20531,-122.0151
First Baptist Church,Southern Baptist Convention,630 Lafayette St Colusa,CA,39.20938,-122.0121
Fountain Of Life Christian Center,Non-Denominational,2150 Wescott Rd Colusa,CA,39.19476,-122.0095
Our Lady of Lourdes Parish,Roman Catholic,745 Ware Ave Colusa,CA,39.20428,-122.0153
Saint Stephen's Episcopal Church,Episcopal,642 5th St Colusa,CA,39.20987,-122.0099
Trinity United Methodist Church,United Methodist,511 Oak St Colusa,CA,39.212,-122.0091
Praise Chapel Colusa Church,Pentecostal,205 12th St. Colusa,CA,39.21587,-122.0173
Colusa Assembly Of God,Assemblies of God,1747 State Highway 20 Colusa,CA,39.20055,-122.0023
Lirio De Los Valles Asambleas de Dios,Assemblies of God,1956 State Highway 20 Colusa,CA,39.19848,-122.0337
Seventh-Day Adventist Church,Seventh Day Adventist,9 Jay St Colusa,CA,39.21136,-122.0019
