name;addr
Cisco Baptist Church;Hwy 411 N & SR 2,Chatsworth,,GA,30705-6260
New Home Baptist Church;1334 Ballard Rd,Trenton,,GA,30752-5507
First Baptist Church Fort Oglethorpe;2645 Lafayette Rd,Fort Oglethorpe,,GA,30742-3776
Hughes First Baptist Church;201 Church St,Hughes,,AR,72348
Liberty Baptist;13520 County Road 8,Florence,,AL,35633-3500
Faith Baptist Church;39437 Old Pike Road,Howe,,OK,74940-7367
First Baptist Church;100 Chestnut Street,Sasakwa,,OK,74867
Spring Baptist Church;36263 Hwy 56,Sasakwa,,OK,74867
First Baptist Church of Ninnekah;915 E Dell Street,NINNEKAH,,OK,73067
Pee Dee Baptist Church;100 Hamer Rd,Rockingham,,NC,28379-2914
Gum Springs;1065 Haileys Ferry Rd,Lilesville,,NC,28091-6048
Friendship Baptist Church #3;94 Friendship Rd,Epworth,,GA,30541-0246
First Baptist of Epworth;447 Madola Rd,Epworth,,GA,30541
McConnell Baptist Church;84 Church St,Hiawassee,,GA,30546-3224
Bayou Meto Baptist Church;26200 Highway 107,Jacksonville,,AR,72076-2132
Neema Kiswahili Baptist Church;250 E Main St,Spartanburg,,SC,29306-5128
Redeemer Baptist Church;9366 Sandidge Road,Olive Branch,,MS,38654
Crossroads AA Baptist Church;163 County 245,Hughes,,AR,72348
Shiloh Baptist Church;24 Kay St,Rossville,,GA,30741-3802
Spartanburg First Baptist Church;250 E Main St,Spartanburg,,SC,29306-5128
Forestville Baptist Church;2 Old Mcelhaney Rd,Greenville,,SC,29617-6817
Hillcrest Baptist Church;111 Biblebrook Dr,Greer,,SC,29651-2711
Fairview Baptist Church;1300 Locust Hill Rd,Greer,,SC,29651-6003
Living Word Fellowship;4995 Pato Rd,New Cuyama,,CA,93254
Cloverdale First;12165 Hwy 157,Florence,,AL,35633
Sharon Baptist Church;3850 York St,Sharon,,SC,29742-8804
Harmony Baptist Church;1357 Harmony Church Rd,Clinton,,NC,28328-0910
Walnut Baptist Church;28290 Hwy 15,Walnut,,MS,38683
Slayden Baptist Church;2534 Highway 72,Lamar,,MS,38642-9612
Pleasant Hill Baptist Church;1410 Hardscrabble Rd,Mineral Bluff,,GA,30559
Mayflower First Baptist Church;4 Highway 89 N,Mayflower,,AR,72106-9631
Rover Baptist Church;19843 Hwy 27,Rover,,AR,72860
Bridgeport First;805 Broadway Ave,Bridgeport,,AL,35740-6247
Charity;1127 Charity Ln,Hazel Green,,AL,35750-8845
Carter's Grove Baptist Church;1392 Carter Grove Rd,Hazel Green,,AL,35750-8541
Living By Faith Baptist Church;2201 Chester Hwy,York,,SC,29745-2140
Journey Church;150 S Forest St,Spartanburg,,SC,29306-6020
Cornerstone Baptist Church;163 Crane Creek Rd,Young Harris,,GA,30582-2414
Greenville First Korean Church;315 Hillcrest Dr,Greer,,SC,29651-1625
Oakland Baptist Church;1067 Oakland Ave,Rock Hill,,SC,29732-3034
Abner Baptist Church;562 Andre Ln,Spartanburg,,SC,29301-1635
Providence;3606 Providence Rd S,Waxhaw,,NC,28173-7394
Evergreen Baptist Church;9626 NC Highway 210 S,Autryville,,NC,28318-7607
Pine Grove Baptist Church;304 Road 337,Hiawassee,,GA,30546
Fairview Baptist Church;108 Jenkins Rd,Rossville,,GA,30741-4099
Doxa Church;572 Cromwell Dr,Spartanburg,,SC,29301-5041
Freedom Biker Church;351 Little Eastatoee Rd,Sunset,,SC,29685-2122
Freedom;987 N US Highway 1,Rockingham,,NC,28379-8585
Southside Baptist Church;316 S Church St,Spartanburg,,SC,29306-5228
El Bethel Baptist Church;116 Billy Goat Bridge Rd,Gaffney,,SC,29340-6220
Double Springs Missionary Baptist Church;204 West Tyler,McAlester,,OK,74501
Corinth;3805 Corinth Church Rd,Monroe,,NC,28112-9603
Mount Olive;596 E Washington St Ext,Rockingham,,NC,28379-7608
Calvary Baptist Church;13619 Highway 225 N,Crandall,,GA,30711
Enon;33130 AL Highway 99,Anderson,,AL,35610-3016
Manantial de Vida;202 W Poinsett St,Greer,,SC,29650-1942
Lao-Thai Mission Baptist Church;596 E Washington St,Rockingham,,NC,28379-7608
Desoto Woods Baptist Church;1030 Haywood Dr,Southaven,,MS,38671
Mountain Grove Baptist Church;644 E Preston Mcdaniel Rd,Pickens,,SC,29671-9211
Morningside Baptist Church;897 S Pine St,Spartanburg,,SC,29302-3308
Rockingham First;201 N Randolph St,Rockingham,,NC,28379-3431
New Hope;4246 New Hope Church Rd,Turkey,,NC,28393
Mineral Springs;4226 Mills Rd,Polkton,,NC,28135
Canaan Baptist Church;1246 Canaan Rd,Ashland,,MS,38603-6300
Flintstone Baptist Church;121 Mountain View Cir,Flintstone,,GA,30725-2333
Velocity Church;1720 Reid School Rd,Taylors,,SC,29687-6333
New Life Christian Fellowship;1042 W O Ezell Blvd,Spartanburg,,SC,29301-1648
Greer Iglesia Bautista Hispana;199 Hubert St,Greer,,SC,29650-2010
Wye Mountain Southern Baptist Church;36006 Highway 300,Bigelow,,AR,72016-9527
First Baptist Church of Rock Hill;481 Hood Center Rd,Rock Hill,,SC,29730-9059
Ben Avon Baptist Church;2437 Wallace Ave,Spartanburg,,SC,29302-3451
Pebble Creek Baptist Church;1300 Reid School Rd,Taylors,,SC,29687-6329
Dobson Chapel;1473 S NC Highway 50,Magnolia,,NC,28453-8843
West Union Baptist Church;7320 West Union Church Rd,Young Harris,,GA,30582
Mount Carmel Baptist Church;163 Mount Carmel Rd,Cabot,,AR,72023-8363
Destiny Cowboy Church;97 Burton Road,Austin,,AR,72007-8136
Faith Baptist Church;2155 Smith Rd,Hope Mills,,NC,28348
Northside Baptist Church;1140 Curtis St,Rock Hill,,SC,29730-4211
Bethesda Baptist Church;799 Bethesda Rd,Spartanburg,,SC,29302-5118
Duncan First Baptist Church;101 E Main St,Duncan,,SC,29334-9341
Faulks;2234 Faulks Church Rd,Marshville,,NC,28103-8064
Little Prospect Baptist Church;8347 Prater Mill Rd NE,Dalton,,GA,30721
New Jerusalem Baptist Church;400 Old Jerusalem Rd,Mineral Bluff,,GA,30559
Ebenezer Baptist Church;134 County Road 90,Bryant,,AL,35958-4229
Mt Carmel;4863 County Road 75,Bridgeport,,AL,35740-7310
Gospel Light Baptist Church;832 W Main St,Rock Hill,,SC,29730-3411
LaBelle Haven Baptist Church;4800 Highway 305 N,Olive Branch,,MS,38654
Heritage Pointe Baptist Church;60 Dyer Bridge Pl,Ringgold,,GA,30736-5422
First Baptist Church;100 E Washington Avenue,McAlester,,OK,74501-4600
Mount Beulah;3373 Country Club Rd,Wadesboro,,NC,28170-8440
Wolffork Baptist Church;453 Wolffork Church Rd,Rabun Gap,,GA,30568-3013
Lebanon Baptist Church;845 Lebanon Rd,Epworth,,GA,30541
Hot House Baptist Church;6371 Highway 60,Mineral Bluff,,GA,30559-2773
New Prospect Baptist Church;7707 Mineral Bluff Hwy,Mineral Bluff,,GA,30559
Mission Ridge Baptist Church;337 Mission Ridge Rd,Rossville,,GA,30741-5374
At the Cross Fellowship Baptist Church;1924 Old Pageland-Monroe Road,Monroe,,NC,28112
Inspiration Baptist Church;921 Comer Rd,Rock Hill,,SC,29732-9003
Park Baptist Church;717 E Main St,Rock Hill,,SC,29730-5905
Indian Land Baptist Church;7583 Charlotte Hwy,Indian Land,,SC,29707-7097
El Bethel Baptist Church;313 Jones Ave,Greer,,SC,29650-1723
Thornburg Baptist Church;31 Church Rd,Perryville,,AR,72126-8042
Mable Hill Baptist Church;3778 Ready Section Rd,Ardmore,,AL,35739-9554
Wooley Springs;28025 Bethel Rd,Toney,,AL,35773-8309
New Bethel;27515 New Bethel Rd,Elkmont,,AL,35620-4755
Mt Pleasant Baptist Church;8880 County Road 71,Lexington,,AL,35648-4539
Old Town Church;147 Oakland Ave,Rock Hill,,SC,29730-4019
Cherokee Valley Baptist Church;1495 Cherokee Valley Rd,Ringgold,,GA,30736-4357
Groveland Baptist Church;2 Groveland Dr,Taylors,,SC,29687
West End Baptist Church;1727 Mcconnells Hwy,Rock Hill,,SC,29732-9074
Southside Baptist Church;410 S Main St,Greer,,SC,29650-2342
Bethel;2317 Landsford Rd,Marshville,,NC,28103-9738
Old Union Baptist Church;1722 Old Union Church Rd,Young Harris,,GA,30582-3069
Dry Valley Baptist Church;1513 Dry Valley Rd,Rossville,,GA,30741-6159
Boynton Baptist Church;4093 Boynton Dr,Ringgold,,GA,30736-3510
Goodwin Baptist Church;14709 Hwy 70 W,Wheatley,,AR,72392
Iglesia Refugio;2 Indian Cir,Taylors,,SC,29687-5124
City Lights;315 Live Oak Rd,Ringgold,,GA,30736-3077
First Calvary Baptist Church of Rock Hill;623 Crawford Rd,Rock Hill,,SC,29730-5144
Intercity Church;226 W Dal Porto Ln,Santa Maria,,CA,93458-7704
Croft Baptist Church;4190 E Croft Cir,Spartanburg,,SC,29302-3042
Macedonia;610 Macedonia Church Rd,Monroe,,NC,28112-9420
Heritage;1301 S Long Dr,Rockingham,,NC,28379-4862
South Corinth;315 Miller Rd,Corinth,,MS,38834-6301
Lower Hightower Baptist Church;3498 Swallows Creek Rd,Hiawassee,,GA,30546-4169
Hazel Green First Baptist Church;225 Hunt Dr,Hazel Green,,AL,35750-8662
Overcome Church;6914 White Horse Rd,Greenville,,SC,29611-2529
La Iglesia Bautista Hispana La Roca;6914 White Horse Rd,Greenville,,SC,29611-2529
Lighthouse;11460 Pulaski Pike,Toney,,AL,35773-9370
Elkmont;18890 Sulphur Creek Dr,Elkmont,,AL,35620-6416
Boones Creek Baptist Church;264 Boone Creek Rd,Salem,,SC,29676-3109
Blue Ridge View Baptist Church;745 Wolf Creek Rd,Pickens,,SC,29671-8501
Taylors First Baptist Church;200 W Main St,Taylors,,SC,29687-2342
Pine Grove;275 Airport Rd,Rockingham,,NC,28379-4203
Keith Baptist Church;1573 Keith Rd,Tunnel Hill,,GA,30755-7469
Pleasant Grove;26000 Thach Rd,Athens,,AL,35613
Mercy Hill Church;8860 College St,Olive Branch,,MS,38654-3077
Crosslife Church;131 Hidden Hill Rd,Spartanburg,,SC,29301-4425
Word of Change Ministries;131 Hidden Hill Rd,Spartanburg,,SC,29301-4425
Fountain of Life Baptist Church;2540 Freys Dr,Spartanburg,,SC,29301-5918
Cherry Branch Community Church;1490 Ferry Rd,Havelock,,NC,28532-9346
South Hoke;4205 Old Maxton Rd,Red Springs,,NC,28377-8201
Eastside Baptist Church;318 N Jones Ave,Rock Hill,,SC,29730-5473
Pacolet Mills Baptist Church;385 Stone St,Pacolet,,SC,29372
Mount Gilead;3949 Taylors Bridge Hwy,Clinton,,NC,28328-0605
First Baptist of Ringgold;7611 Nashville St,Ringgold,,GA,30736-2362
Red Path Baptist Fellowship;814 Teaberry Ln,Rock Hill,,SC,29730-7627
Horseshoe Lake Baptist Church;241 Lake Estates,Hughes,,AR,72348-9081
Maddox Road Baptist Church;702 E Maddox Rd,Jacksonville,,AR,72076-6266
Cordova Baptist;226 Ledbetter St,Cordova,,NC,28330-8900
Mineral Bluff Baptist Church;8545 Lakewood Hwy,Mineral Bluff,,GA,30559-3355
Wheatley Baptist Church;427 N Memphis Ave,Wheatley,,AR,72392
Old Union Baptist Church;1722 Old Union Church Rd,Young Harris,,GA,30582-3069
Dry Valley Baptist Church;1513 Dry Valley Rd,Rossville,,GA,30741-6159
Boynton Baptist Church;4093 Boynton Dr,Ringgold,,GA,30736-3510
Goodwin Baptist Church;14709 Hwy 70 W,Wheatley,,AR,72392
Iglesia Refugio;2 Indian Cir,Taylors,,SC,29687-5124
City Lights;315 Live Oak Rd,Ringgold,,GA,30736-3077
First Calvary Baptist Church of Rock Hill;623 Crawford Rd,Rock Hill,,SC,29730-5144
Intercity Church;226 W Dal Porto Ln,Santa Maria,,CA,93458-7704
Croft Baptist Church;4190 E Croft Cir,Spartanburg,,SC,29302-3042
Macedonia;610 Macedonia Church Rd,Monroe,,NC,28112-9420
Heritage;1301 S Long Dr,Rockingham,,NC,28379-4862
South Corinth;315 Miller Rd,Corinth,,MS,38834-6301
Lower Hightower Baptist Church;3498 Swallows Creek Rd,Hiawassee,,GA,30546-4169
Hazel Green First Baptist Church;225 Hunt Dr,Hazel Green,,AL,35750-8662
Overcome Church;6914 White Horse Rd,Greenville,,SC,29611-2529
La Iglesia Bautista Hispana La Roca;6914 White Horse Rd,Greenville,,SC,29611-2529
Lighthouse;11460 Pulaski Pike,Toney,,AL,35773-9370
Elkmont;18890 Sulphur Creek Dr,Elkmont,,AL,35620-6416
Boones Creek Baptist Church;264 Boone Creek Rd,Salem,,SC,29676-3109
Blue Ridge View Baptist Church;745 Wolf Creek Rd,Pickens,,SC,29671-8501
Taylors First Baptist Church;200 W Main St,Taylors,,SC,29687-2342
Pine Grove;275 Airport Rd,Rockingham,,NC,28379-4203
Keith Baptist Church;1573 Keith Rd,Tunnel Hill,,GA,30755-7469
Pleasant Grove;26000 Thach Rd,Athens,,AL,35613
Mercy Hill Church;8860 College St,Olive Branch,,MS,38654-3077
Crosslife Church;131 Hidden Hill Rd,Spartanburg,,SC,29301-4425
Word of Change Ministries;131 Hidden Hill Rd,Spartanburg,,SC,29301-4425
Fountain of Life Baptist Church;2540 Freys Dr,Spartanburg,,SC,29301-5918
Cherry Branch Community Church;1490 Ferry Rd,Havelock,,NC,28532-9346
South Hoke;4205 Old Maxton Rd,Red Springs,,NC,28377-8201
Eastside Baptist Church;318 N Jones Ave,Rock Hill,,SC,29730-5473
Pacolet Mills Baptist Church;385 Stone St,Pacolet,,SC,29372
Mount Gilead;3949 Taylors Bridge Hwy,Clinton,,NC,28328-0605
First Baptist of Ringgold;7611 Nashville St,Ringgold,,GA,30736-2362
Red Path Baptist Fellowship;814 Teaberry Ln,Rock Hill,,SC,29730-7627
Horseshoe Lake Baptist Church;241 Lake Estates,Hughes,,AR,72348-9081
Maddox Road Baptist Church;702 E Maddox Rd,Jacksonville,,AR,72076-6266
Cordova Baptist;226 Ledbetter St,Cordova,,NC,28330-8900
Mineral Bluff Baptist Church;8545 Lakewood Hwy,Mineral Bluff,,GA,30559-3355
Wheatley Baptist Church;427 N Memphis Ave,Wheatley,,AR,72392
New Hope Baptist Church;557 New Hope Rd,Carlisle,,AR,72024-8911
Pleasant Grove No.3 Baptist Church;5022 E Highway 248,Waldron,,AR,72958-9117
Cherry Grove;6530 Cherry Grove Rd,Athens,,AL,35614-3143
Waterloo First Baptist;Bumpus Creek Rd.,Waterloo,,AL,35677-9999
HeartLand Church;3580 Getwell Rd,Southaven,,MS,38672-6760
The Crossing Church;5000 Old Buncombe Rd Ste 40,Greenville,,SC,29617-8208
Common Ground Baptist Church;2964 Chester Hwy,York,,SC,29745-2147
Community Mission;1950 Boling Road Ext,Taylors,,SC,29687-3116
Pleasant Grove Baptist Church;1002 S Buncombe Rd,Greer,,SC,29651-4621
Rehoboth Baptist Church;110 Rehobeth Rd,Gaffney,,SC,29340-6440
Payne Baptist Church;13412 Hwy 59,Lindsay,,OK,73052-3561
Cobb Memorial;108 Safie Sixth St,Rockingham,,NC,28379-5403
Dundarrach;875 Hall Rd,Shannon,,NC,28386-9552
County Line;8 County Road 600,Walnut,,MS,38683-9492
Corum Chapel Missionary Baptist Church;5814 County Road 51,Lexington,,AL,35648
Riverside Baptist Church;1249 S Suber Rd,Greer,,SC,29650-0940
Calvary Baptist Church;830 N Jones Ave,Rock Hill,,SC,29730-4739
Cedar Spring Baptist Church;140 Cedar Springs Pl,Spartanburg,,SC,29302-4601
Mountain Springs;2509 Mountain Springs Church Rd,Monroe,,NC,28112-8119
Blue Heights Baptist Church;46 Cross St,Mountain City,,GA,30562
Chattanooga Valley Baptist Church;90 Nick A Jack Ln,Flintstone,,GA,30725-2641
Life Way Fellowship;2627 Skyway Dr Ste A,Santa Maria,,CA,93455
Freedom;4082 County Road 9,Estillfork,,AL,35745-8100
Neeley's Chapel;951 Beth Rd,New Market,,AL,35761
Rock Hill Dream Center Church;3330 Mcconnells Hwy,Rock Hill,,SC,29732-9087
Riding for Jesus Cowboy Church;890 N Highway 150,Pacolet,,SC,29372
Solid Rock;2021 Claude Austin Rd,Monroe,,NC,28112
Heritage Chapel;218 Alexander Rd,Greer,,SC,29650-0906
Providence Baptist Church;1947 Old Friendship Rd,Rock Hill,,SC,29730-8022
Dawn Baptist Church;211 Frye Dr,Dawn,,TX,79025
Catawba Baptist Church;1450 Anderson Rd S,Rock Hill,,SC,29730-9002
Banner Baptist Church;13635 Highway 76,Lindsay,,OK,73052-9616
Temple Baptist Church;24 City Lake Rd,Waldron,,AR,72958
Bates Baptist Church;1516 Lookout Ln,Waldron,,AR,72958-7891
Pioneer Church;1041 Sylvia Cir,Rock Hill,,SC,29730-5735
Set Free Church Paulden;24824 N State Route 89,Paulden,,AZ,86334-3705
Southport Church;625 Southport Rd,Roebuck,,SC,29376-2517
Cross Roads Baptist Church;160 Cross Roads Church Rd,Easley,,SC,29640-7963
Maysville First Baptist Church;201 Main St,Maysville,,NC,28555-9722
Hallsville;1291 Hallsville Rd,Beulaville,,NC,28518-6825
New England Baptist Church;240 New England Rd,Wildwood,,GA,30757-3918
Enotah Baptist Church;2901 Fodder Creek Rd,Hiawassee,,GA,30546
Halls Chapel;20724 Alabama Highway 65,Estillfork,,AL,35745-8024
New Market;5412 Winchester Rd,New Market,,AL,35761-7432
The Wellspring;655 Mill Rd,Hamlet,,NC,28345
Grace Collective Church;2656 Catawba Church Rd,Rock Hill,,SC,29730-8547
Arabic Baptist Mission;1503 E Lee Rd,Taylors,,SC,29687-3533
First Church of the Deaf;1503 E Lee Rd,Taylors,,SC,29687-3533
Piedmont Park Baptist Church;801 Piedmont Park Rd,Greenville,,SC,29609-1816
Lee Road Baptist Church;1503 E Lee Rd,Taylors,,SC,29687-3533
Cheohee Baptist Church;829 Cheohee Valley Rd,Tamassee,,SC,29686-2401
Cape Fear Baptist Church;6041 Butler Nursery Rd,Fayetteville,,NC,28306-9493
First Baptist Church of Richlands, NC, Inc.;100 Rand St,Richlands,,NC,28574-6339
Poplar Springs Baptist Church;422 Poplar Springs Rd,Ringgold,,GA,30736-2812
Anderson Mill Road Baptist Church;4371 Anderson Mill Rd,Moore,,SC,29369-9075
Calvary Stevenson;1180 County Road 70,Stevenson,,AL,35772-6800
Broadmoor Baptist Church;1302 N New Orleans Ave,Brinkley,,AR,72021-2045
Providence Baptist Church;8515 White Horse Rd,Greenville,,SC,29617-1422
Waxhaw;8213 Old Waxhaw Monroe Rd,Waxhaw,,NC,28173-8766
Parkton;108 E David Parnell St,Parkton,,NC,28371
Pleasant Hill Baptist Church;7245 Warwoman Rd,Clayton,,GA,30525-3406
Varnell Baptist Church;313 Main St,Varnell,,GA,30756
Wallaceville Baptist Church;2299 N Highway 341,Rossville,,GA,30741-6210
Holbrook Baptist Church;360 N 1st Ave,Holbrook,,AZ,86025-2804
Impact Community Church;5321 Reidville Rd,Moore,,SC,29369-8400
New Covenant Christian Fellowship of Greenville;111 Courtney Cir,Greenville,,SC,29617-8148
Friends of Faith Baptist Church;190 Church St,Pacolet,,SC,29372
Harvest Baptist Church;3986 Cleveland Hwy,Dalton,,GA,30721-2051
Colwell Baptist Church;380 Colwell Church Rd,Epworth,,GA,30541
Pacolet First Baptist Church;310 W Main St,Pacolet,,SC,29372-2008
Red Hill Baptist Church;558 Red Hill Rd,Pickens,,SC,29671-9190
Crescent Hill Baptist Church;115 Crescent Hill Dr,Pickens,,SC,29671-8949
Memorial Baptist Church;904 Main St,Maysville,,NC,28555
Springfield First Baptist;141 Springfield Church Rd,Rogersville,,AL,35652-3435
Northside Baptist Church;421 Sangamo Rd,Pickens,,SC,29671-8527
Calvary Baptist Church;235 E Main St,Salem,,SC,29676-3344
Rutherford Road Baptist Church;9 Scenic Dr,Greenville,,SC,29609-3139
Sulphur Springs Baptist Church;8377 SE Cravens Road,Red Oak,,OK,74563-2372
Green Springs;1095 E Green Springs Rd,Parkton,,NC,28371-9632
Cumberland Union Baptist;6957 Tabor Church Rd,Fayetteville,,NC,28312-7251
Zebulon Baptist Church;86 Old Zebulon Gap Rd,Blairsville,,GA,30512
Pleasant Hill Baptist Church;6470 Highway 89 S,Cabot,,AR,72023-5037
Murphy Hill;626 Murphy Hill Rd,Toney,,AL,35773-9698
Mays Memorial;23636 AL Highway 251,Toney,,AL,35773-8414
Trinity Way Baptist Church;4113 Old Buncombe Rd,Greenville,,SC,29617-3010
Harmony;873 Toney Rd,Toney,,AL,35773-7030
Shiloh Baptist Church;4455 Hoodtown Rd,Sharon,,SC,29742-8792
Hunts Memorial Baptist Church;501 Alex Dr,Easley,,SC,29640-7312
Magnolia;208 E Main St,Magnolia,,NC,28453-5001
Tiplersville Baptist Church;210 County Road 317,Tiplersville,,MS,38674-9707
Persimmon Baptist Church;2221 Persimmon Rd,Clayton,,GA,30525-3317
Red Oaks Baptist Church;3600 Pinewood Rd,Santa Maria,,CA,93455
Waldron First Baptist Church;57 W 6th St,Waldron,,AR,72958
Central Heights;10090 County Road 15,Florence,,AL,35633-4039
The Church at Cherrydale;401 State Park Rd,Greenville,,SC,29609-2919
Canaan Baptist Church;701 Canaan Rd,Spartanburg,,SC,29306-6313
Hampton Heights Baptist Church;2511 Wade Hampton Blvd,Greenville,,SC,29615-1147
Bethel Baptist Church;403 Sulphur Springs Rd,Greenville,,SC,29617-1617
Berea First Baptist Church;529 Farrs Bridge Rd,Greenville,,SC,29611-1860
Trinity Baptist Church;601 Creek St,Heavener,,OK,74937-2244
Mintz Baptist Church;3761 Old Mintz Hwy,Roseboro,,NC,28382-5572
Temple Baptist Church;28 High Country Cir,Morganton,,GA,30560-2745
Mount Moriah Baptist Church;4060 Highway 2,Blue Ridge,,GA,30513
Burning Bush Baptist Church;2195 Burning Bush Rd,Ringgold,,GA,30736-5717
Fuente de Vida Baptist Church;4999 Old Spartanburg Rd,Taylors,,SC,29687-4343
River Hills Baptist Church;5762 Reidville Rd,Moore,,SC,29369-9145
Care Baptist Church;849 Fairmont Ave,Spartanburg,,SC,29301-6320
Salem First Baptist Church;151 Crestwood Dr,Salem,,SC,29676-3302
Brushy Creek Baptist Church;4999 Old Spartanburg Rd,Taylors,,SC,29687-4343
Trinity Baptist Church;1812 N Pennsylvania Ave,Mangum,,OK,73554
Pleasant Grove Baptist Church;610 Watkins Rd,Blue Ridge,,GA,30513
Oakwood Baptist Church;115 Oakwood St,Chickamauga,,GA,30707-1754
Grandview Baptist Church;25285 Jade Rd,Barstow,,CA,92311-3331
Flint River Baptist Church;12945 Hwy 231 431 N,Hazel Green,,AL,35750-8631
Liberty Baptist Church;1709 Pat Colwell Rd,Blairsville,,GA,30512
Tate Memorial Baptist Church;905 E Main St,Pacolet,,SC,29372
Rock Hill Second Baptist Church;1218 Mt Holly Rd,Rock Hill,,SC,29730-7549
Lumber Bridge;100 Church St,Lumber Bridge,,NC,28357
Hamlet First;208 Charlotte St,Hamlet,,NC,28345-2606
Beaver Dam Baptist Church;4693 Beaver Dam Church Rd,Roseboro,,NC,28382-8535
Cherry Point Baptist Church;210 Church Rd,Havelock,,NC,28532
Woodlawn Baptist Church;5681 Highway 301,Trenton,,GA,30752-5363
Wattensaw Baptist Church;7546 Hwy 31,Lonoke,,AR,72086
New Hope Baptist Church;4571 County Road 76,Rogersville,,AL,35652-0719
Full Throttle Church;1379 Nesbit Dr,Nesbit,,MS,38651-6030
Bethlehem Baptist Church;797 Old Georgia Rd,Moore,,SC,29369-9615
Parisview Baptist Church;100 Bud St,Greenville,,SC,29617-7814
Edwards Road Baptist Church;1050 Edwards Rd,Greenville,,SC,29615-1363
Haywood Baptist Church;72 S. Prince,Haywood,,OK,74501-8900
First Baptist Church;200 West Ave. C,Heavener,,OK,74937
Spring Hill;24220 Main St,Wagram,,NC,28396
First Baptist Church of Nesbit;1645 Highway 51 N,Nesbit,,MS,38651
Cedar Heights Baptist Church;14510 Cedar Heights Rd,North Little Rock,,AR,72118-1204
Edgefield Missionary Baptist Church;261 County Road 75,Stevenson,,AL,35772
Day of Grace Baptist Church;269 Sawmill Rd,Blairsville,,GA,30512-3060
Independence Baptist Church;23503 Independence Road,Heavener,,OK,74937
Calvary;406 McDonald Ave,Hamlet,,NC,28345-3134
Union Grove;863 Boney Mill Rd,Clinton,,NC,28328
Bethlehem Baptist Church;2043 St Hwy 325,Blairsville,,GA,30512-2666
Good Hope Baptist Church;2521 Lake Francis Rd NE,Dalton,,GA,30721-7612
Bethany Christian Fellowship;2191 Armory Rd,Barstow,,CA,92311-5822
Runyan First Baptist Church;10611 Jacksonville Cato Rd,Sherwood,,AR,72120-1927
Brinkley First Baptist Church;215 West Elm,Brinkley,,AR,72021-3205
Concord Baptist Church;22550 Concord Rd,Toney,,AL,35773-8218
Grace Church of Catoosa County;7623 Alabama Hwy,Ringgold,,GA,30736
Serenity;8994 Garland Hwy,Clinton,,NC,28328-6574
Pickens First Baptist Church;406 E Main St,Pickens,,SC,29671-2386
Sans Souci Baptist Church;3100 Old Buncombe Rd,Greenville,,SC,29609-4143
Union;4312 Old Pageland Monroe Rd,Monroe,,NC,28112-8180
Hamlet Second;518 4th St,Hamlet,,NC,28345-2835
Battle Branch Baptist Church;1769 Warwoman Rd,Clayton,,GA,30525-5270
Hemptown Baptist Church;4394 Star Creek Rd,Morganton,,GA,30560-3452
Pleasant Grove Baptist Church;7769 Alabama Hwy,Ringgold,,GA,30736-7524
Poplar Springs Baptist Church;28 County Road 311,Bryant,,AL,35958-4946
Grace Bible Church;107 West Rd,Moore,,SC,29369-9537
Redeemer Baptist Church;39 Youngstown Church Rd,Blairsville,,GA,30512-3190
McCotter Boulevard;103 McCotter Blvd,Havelock,,NC,28532-1631
Oakdale Baptist Church;1249 Oakdale Rd,Rock Hill,,SC,29730-8706
Roebuck Baptist Church;1979 E Blackstock Rd,Roebuck,,SC,29376-2703
First Baptist Church of Allen;305 East Broadway,Allen,,OK,74825
Pine Hill Baptist Church;12626 Highway 41,Tunnel Hill,,GA,30755-7809
Marshall Road Baptist Church;821 Marshall Rd,Jacksonville,,AR,72076-3744
Hurricane Grove;2176 Hurricane Rd,New Market,,AL,35761-7626
Underwood Baptist;5091 Highway 157,Florence,,AL,35633-7025
Monaghan En Espanol;1500 W Parker Rd,Greenville,,SC,29617-2709
Havelock Korean;101 Hollywood Blvd,Havelock,,NC,28532-2205
Victory;88 County Road 353,Stevenson,,AL,35772
New Hope Baptist Church;875 Neelys Creek Rd,Rock Hill,,SC,29730-8647
Monaghan Baptist Church;1500 W Parker Rd,Greenville,,SC,29617-2709
Cedar Lane Baptist Church;203 Marion St,Greenville,,SC,29611-2964
First Baptist of Blairsville;296 Blue Ridge St,Blairsville,,GA,30512-8532
Maple Grove Baptist Church;347 Maple Grove Rd NW,Dalton,,GA,30721-7706
Harmony Baptist Church;4407 Old Highway 76,Blue Ridge,,GA,30513
New Lookout Baptist Church;50 Ridley Cir,Rising Fawn,,GA,30738
Sandhill Community Baptist Church;575 N McPhatter Rd,Red Springs,,NC,28377-8289
McConnells First Baptist Church;4189 Chester Hwy,Mc Connells,,SC,29726-6738
Poe Baptist Church;13 2nd Ave,Greenville,,SC,29609-5268
Cedar Fork;668 Cedar Fork Church Rd,Beulaville,,NC,28518-7518
First Baptist Church;111 Hollywood Blvd,Havelock,,NC,28532-2205
Eastport;669 COUNTY ROAD 956,Iuka,,MS,38852-8008
Byhalia First Baptist Church;2555 Church St,Byhalia,,MS,38611-9576
Lone Oak;207 County Road 620,Corinth,,MS,38834-8365
Zion Hill Baptist Church;50 Zion Hill Church Rd,Chatsworth,,GA,30705-6121
Whitehead Baptist Church;2650 County Road 51,Rogersville,,AL,35652
Heritage Baptist Church;103 Ravenel St,Greenville,,SC,29611-6329
Bethel Baptist Church;112 N Jeff Davis Ave,Jacksonville,,AR,72076-4020
